Date,jd,Body,EclType,Mag
-800-Dec-24,1429224.00,L,T,2.40
-799-Jun-19,1429400.00,L,P,1.97
-798-May-10,1429726.00,L,N,0.20
-798-Nov-18,1429918.00,S,p,0.25
-797-Apr-29,1430080.00,L,P,1.55
-797-Oct-24,1430258.00,L,P,1.96
-797-Nov-07,1430272.00,S,p,0.58
-796-Apr-17,1430434.00,L,T,2.79
-796-Oct-12,1430612.00,L,T,2.49
-795-Mar-24,1430774.00,S,p,0.60
-795-Apr-07,1430788.00,L,P,1.39
-795-Oct-01,1430966.00,L,P,1.16
-794-Mar-27,1431142.00,L,N,0.12
-794-Aug-22,1431290.00,L,N,0.50
-794-Sep-06,1431306.00,S,t,1.04
-793-Feb-16,1431468.00,L,T,2.14
-792-Feb-05,1431822.00,L,T,2.24
-792-Jul-30,1431998.00,L,T,2.41
-791-Jan-24,1432176.00,L,N,0.90
-791-Dec-15,1432502.00,L,N,0.64
-790-Jun-10,1432678.00,L,P,1.25
-790-Dec-04,1432856.00,L,P,1.97
-789-May-31,1433034.00,L,T,2.67
-789-Jun-14,1433048.00,S,p,0.15
-789-Nov-23,1433210.00,L,T,2.47
-788-May-19,1433388.00,L,P,1.68
-787-Apr-08,1433712.00,L,N,0.39
-786-Mar-29,1434066.00,L,P,1.84
-786-Sep-22,1434244.00,L,P,1.88
-785-Mar-18,1434420.00,L,T,2.48
-785-Sep-11,1434598.00,L,T,2.63
-784-Aug-30,1434952.00,L,P,1.31
-783-Feb-09,1435114.00,S,p,0.93
-783-Jul-21,1435276.00,L,N,0.87
-783-Aug-20,1435306.00,L,N,0.07
-782-Jan-15,1435454.00,L,T,2.12
-781-Jan-04,1435808.00,L,T,2.42
-781-Jul-01,1435986.00,L,T,2.10
-781-Dec-24,1436162.00,L,P,1.15
-780-May-21,1436312.00,L,N,0.04
-780-Jun-04,1436326.00,S,p,0.06
-780-Nov-13,1436488.00,L,N,0.76
-779-May-10,1436666.00,L,P,1.40
-778-Apr-29,1437020.00,L,T,2.82
-778-Oct-23,1437196.00,L,T,2.51
-777-Apr-04,1437360.00,S,p,0.27
-777-Oct-13,1437552.00,L,P,1.19
-776-Mar-08,1437698.00,L,N,0.79
-776-Mar-23,1437714.00,S,p,0.17
-776-Sep-16,1437890.00,S,p,0.00
-775-Aug-21,1438230.00,L,P,1.82
-774-Jan-31,1438392.00,S,p,0.09
-774-Feb-15,1438408.00,L,T,2.30
-774-Aug-11,1438584.00,L,T,2.51
-773-Feb-05,1438762.00,L,N,0.95
-773-Jul-31,1438938.00,L,P,1.20
-772-Jun-21,1439264.00,L,P,1.10
-772-Dec-14,1439440.00,L,P,1.97
-771-Dec-04,1439796.00,L,T,2.47
-770-Nov-08,1440134.00,S,p,0.55
-770-Nov-23,1440150.00,L,P,1.26
-769-Apr-20,1440298.00,L,N,0.27
-769-May-05,1440312.00,S,p,0.97
-769-Oct-14,1440474.00,L,N,0.60
-768-Oct-02,1440828.00,L,P,1.83
-767-Mar-29,1441006.00,L,T,2.58
-767-Sep-07,1441168.00,S,p,0.15
-767-Sep-21,1441182.00,L,T,2.69
-766-Mar-18,1441360.00,L,P,1.25
-766-Sep-11,1441538.00,L,P,1.38
-765-Feb-06,1441686.00,L,N,0.80
-765-Aug-02,1441862.00,L,N,0.77
-765-Aug-17,1441878.00,S,p,0.61
-764-Jan-26,1442040.00,L,P,2.07
-764-Feb-10,1442054.00,S,p,0.10
-764-Jul-21,1442216.00,L,T,2.08
-763-Jan-14,1442394.00,L,T,2.44
-762-Jan-04,1442748.00,L,P,1.17
-762-Jun-15,1442910.00,S,p,0.74
-762-Jun-30,1442926.00,L,N,0.77
-762-Nov-25,1443074.00,L,N,0.76
-761-Nov-14,1443428.00,L,P,1.95
-759-Apr-28,1443958.00,L,P,1.64
-758-Mar-20,1444284.00,L,N,0.70
-758-Sep-12,1444460.00,L,N,0.36
-757-Mar-09,1444638.00,L,T,1.99
-757-Sep-01,1444814.00,L,P,1.75
-757-Sep-17,1444830.00,S,p,0.51
-756-Feb-27,1444994.00,L,T,2.37
-755-Jan-31,1445332.00,S,p,0.60
-755-Aug-11,1445524.00,L,P,1.29
-754-Jan-05,1445672.00,L,N,0.62
-754-Jul-16,1445864.00,S,p,0.91
-754-Dec-26,1446026.00,L,P,1.97
-753-Jun-21,1446204.00,L,T,2.36
-753-Dec-15,1446380.00,L,T,2.47
-752-Jun-09,1446558.00,L,P,2.01
-752-Dec-04,1446736.00,L,P,1.26
-751-May-29,1446912.00,L,N,0.64
-751-Oct-25,1447060.00,L,N,0.58
-750-Apr-19,1447236.00,L,P,1.61
-750-May-05,1447252.00,S,a,0.97
-750-Oct-14,1447414.00,L,P,1.80
-749-Oct-03,1447768.00,L,T,2.74
-748-Mar-29,1447946.00,L,P,1.35
-748-Sep-07,1448108.00,S,p,0.49
-747-Feb-17,1448272.00,L,N,0.73
-747-Sep-10,1448476.00,L,N,0.21
-746-Feb-06,1448626.00,L,P,2.01
-746-Aug-02,1448802.00,L,T,1.98
-745-Jan-26,1448980.00,L,T,2.48
-745-Jul-22,1449156.00,L,T,2.35
-744-Jul-11,1449512.00,L,N,0.91
-744-Dec-20,1449674.00,S,p,0.55
-743-Jan-04,1449688.00,L,N,0.03
-743-Nov-25,1450014.00,L,P,1.95
-743-Dec-09,1450028.00,S,p,0.52
-742-May-20,1450190.00,L,T,2.52
-742-Nov-14,1450368.00,L,T,2.52
-741-May-10,1450544.00,L,P,1.78
-741-Nov-03,1450722.00,L,P,1.22
-740-Apr-28,1450898.00,L,N,0.47
-740-Sep-23,1451046.00,L,N,0.32
-740-Oct-08,1451062.00,S,p,0.82
-739-Mar-20,1451224.00,L,P,1.89
-738-Mar-09,1451578.00,L,T,2.46
-738-Sep-01,1451754.00,L,T,2.66
-737-Feb-26,1451932.00,L,P,1.10
-736-Jan-17,1452258.00,L,N,0.59
-736-Jul-12,1452434.00,L,N,0.84
-736-Jul-26,1452448.00,S,p,0.34
-736-Aug-11,1452464.00,L,N,0.03
-735-Jul-01,1452788.00,L,T,2.21
-735-Dec-25,1452966.00,L,T,2.48
-734-Jun-20,1453142.00,L,T,2.17
-734-Nov-30,1453306.00,S,p,0.35
-734-Dec-15,1453320.00,L,P,1.26
-733-Jun-10,1453498.00,L,N,0.79
-732-Apr-30,1453822.00,L,P,1.48
-732-Oct-24,1454000.00,L,P,1.78
-731-Apr-19,1454176.00,L,T,2.82
-731-Oct-13,1454354.00,L,T,2.77
-730-Oct-02,1454708.00,L,P,1.48
-729-Mar-14,1454870.00,S,p,0.91
-729-Aug-23,1455032.00,L,N,0.61
-729-Sep-22,1455062.00,L,N,0.26
-727-Aug-02,1455742.00,L,T,2.46
-726-Jan-25,1455918.00,L,P,1.23
-726-Dec-16,1456244.00,L,N,0.76
-725-Jun-11,1456420.00,L,N,0.92
-725-Dec-06,1456598.00,L,P,1.95
-724-May-30,1456774.00,L,T,2.37
-724-Nov-24,1456952.00,L,T,2.52
-723-May-06,1457116.00,S,p,0.03
-723-Nov-14,1457308.00,L,P,1.23
-722-Apr-10,1457454.00,L,N,0.48
-722-Apr-25,1457470.00,S,p,0.72
-722-May-10,1457484.00,L,N,0.59
-722-Nov-03,1457662.00,L,N,0.01
-721-Sep-23,1457986.00,L,P,1.65
-720-Mar-19,1458164.00,L,T,2.57
-720-Sep-12,1458340.00,L,T,2.72
-719-Mar-08,1458518.00,L,P,1.19
-719-Sep-01,1458694.00,L,P,1.45
-718-Jul-24,1459020.00,L,N,0.72
-717-Jan-16,1459196.00,L,P,1.93
-716-Dec-25,1459906.00,L,P,1.26
-715-Jun-06,1460068.00,S,p,0.53
-715-Nov-15,1460230.00,L,N,0.55
-714-Nov-04,1460584.00,L,P,1.76
-713-May-01,1460762.00,L,T,2.71
-713-Oct-10,1460924.00,S,p,0.16
-713-Oct-24,1460938.00,L,T,2.80
-712-Apr-19,1461116.00,L,P,1.58
-712-Oct-13,1461294.00,L,P,1.51
-711-Mar-10,1461442.00,L,N,0.54
-711-Sep-03,1461618.00,L,N,0.55
-711-Sep-18,1461634.00,S,p,0.86
-710-Feb-27,1461796.00,L,P,1.85
-710-Aug-23,1461972.00,L,P,1.81
-709-Feb-16,1462150.00,L,T,2.60
-708-Feb-06,1462504.00,L,P,1.27
-708-Jul-17,1462666.00,S,p,0.22
-708-Aug-01,1462682.00,L,P,1.15
-707-Jan-25,1462858.00,L,N,0.08
-707-Jun-22,1463006.00,L,N,0.77
-707-Dec-16,1463184.00,L,P,1.95
-705-May-31,1463714.00,L,T,2.06
-704-Apr-21,1464040.00,L,N,0.36
-704-Oct-14,1464216.00,L,N,0.26
-703-Apr-10,1464394.00,L,P,1.66
-703-Oct-03,1464570.00,L,P,1.62
-703-Oct-19,1464586.00,S,p,0.81
-702-Mar-31,1464750.00,L,T,2.68
-701-Mar-05,1465088.00,S,p,0.70
-701-Sep-13,1465280.00,L,P,1.50
-700-Feb-07,1465428.00,L,N,0.51
-700-Aug-17,1465618.00,S,p,0.69
-700-Sep-01,1465634.00,L,N,0.17
-699-Jan-27,1465782.00,L,P,1.89
-698-Jan-16,1466136.00,L,T,2.52
-697-Jul-01,1466666.00,L,P,1.09
-697-Nov-27,1466816.00,L,N,0.55
-697-Dec-11,1466830.00,S,p,0.17
-696-May-21,1466992.00,L,P,1.21
-696-Nov-15,1467170.00,L,P,1.75
-695-Nov-04,1467524.00,L,T,2.81
-694-May-01,1467702.00,L,P,1.71
-694-Oct-10,1467864.00,S,p,0.73
-693-Mar-22,1468026.00,L,N,0.43
-693-Oct-13,1468232.00,L,N,0.34
-692-Mar-10,1468380.00,L,P,1.75
-692-Sep-03,1468558.00,L,P,1.74
-691-Feb-27,1468734.00,L,T,2.68
-691-Aug-23,1468912.00,L,T,2.65
-690-Aug-12,1469266.00,L,P,1.25
-689-Jan-07,1469414.00,L,N,0.73
-689-Jan-22,1469428.00,S,p,0.78
-689-Feb-06,1469444.00,L,N,0.12
-689-Jul-18,1469606.00,S,p,0.43
-689-Dec-28,1469768.00,L,P,1.94
-688-Jan-11,1469782.00,S,p,0.24
-688-Dec-16,1470122.00,L,T,2.52
-687-Jun-11,1470300.00,L,T,2.20
-687-Dec-05,1470476.00,L,P,1.24
-686-May-31,1470654.00,L,N,0.86
-686-Oct-26,1470802.00,L,N,0.25
-686-Nov-10,1470816.00,S,p,0.02
-686-Nov-24,1470830.00,L,N,0.03
-685-Apr-22,1470980.00,L,P,1.53
-684-Oct-03,1471510.00,L,T,2.80
-683-Mar-30,1471688.00,L,P,1.42
-682-Feb-18,1472012.00,L,N,0.45
-682-Mar-05,1472028.00,S,p,0.07
-682-Aug-14,1472190.00,L,N,0.50
-682-Sep-13,1472220.00,L,N,0.22
-681-Aug-03,1472544.00,L,P,1.81
-680-Jan-28,1472722.00,L,T,2.55
-680-Jul-22,1472898.00,L,T,2.61
-679-Jan-01,1473060.00,S,p,0.83
-679-Jan-16,1473076.00,L,P,1.29
-679-Jul-11,1473252.00,L,P,1.23
-678-Jun-02,1473578.00,L,P,1.08
-678-Jun-17,1473592.00,S,p,0.65
-678-Nov-26,1473754.00,L,P,1.74
-677-May-22,1473932.00,L,T,2.44
-677-Nov-15,1474108.00,L,T,2.82
-676-Nov-03,1474462.00,L,P,1.54
-675-Apr-15,1474626.00,S,p,0.78
-675-Apr-30,1474640.00,L,N,0.36
-675-Sep-24,1474788.00,L,N,0.46
-673-Sep-04,1475498.00,L,T,2.73
-672-Feb-27,1475674.00,L,P,1.40
-671-Jan-18,1476000.00,L,N,0.71
-671-Jul-13,1476176.00,L,N,0.49
-670-Jan-07,1476354.00,L,P,1.92
-670-Jul-02,1476530.00,L,P,1.94
-670-Dec-28,1476708.00,L,T,2.54
-669-Jun-08,1476870.00,S,p,0.03
-669-Dec-17,1477062.00,L,P,1.24
-668-May-12,1477210.00,L,N,0.10
-668-May-27,1477224.00,S,p,0.63
-668-Jun-11,1477240.00,L,P,0.99
-668-Dec-05,1477416.00,L,N,0.04
-667-Oct-25,1477740.00,L,P,1.59
-667-Nov-10,1477756.00,S,p,0.06
-666-Apr-21,1477918.00,L,T,2.81
-666-Oct-15,1478096.00,L,T,2.82
-665-Apr-10,1478272.00,L,P,1.55
-665-Oct-04,1478450.00,L,P,1.58
-664-Mar-29,1478626.00,L,N,0.23
-664-Aug-24,1478774.00,L,N,0.42
-663-Feb-17,1478952.00,L,P,1.79
-663-Aug-14,1479130.00,L,P,1.71
-663-Aug-28,1479144.00,S,p,0.11
-662-Aug-03,1479484.00,L,T,2.74
-661-Jan-28,1479662.00,L,P,1.32
-661-Dec-18,1479986.00,L,N,0.53
-660-Jun-27,1480178.00,S,p,0.68
-660-Jul-11,1480192.00,L,N,0.07
-660-Dec-06,1480340.00,L,P,1.73
-659-Jun-02,1480518.00,L,T,2.30
-659-Nov-25,1480694.00,L,T,2.83
-658-May-22,1480872.00,L,T,1.98
-658-Nov-15,1481048.00,L,P,1.55
-657-May-12,1481226.00,L,N,0.50
-657-Oct-06,1481374.00,L,N,0.43
-657-Oct-21,1481388.00,S,p,0.81
-657-Nov-04,1481402.00,L,N,0.37
-656-Mar-31,1481550.00,L,P,1.50
-656-Apr-15,1481566.00,S,p,0.01
-656-Sep-24,1481728.00,L,P,1.64
-655-Mar-20,1481904.00,L,T,2.87
-654-Mar-10,1482260.00,L,P,1.49
-654-Sep-03,1482436.00,L,P,1.43
-653-Feb-27,1482614.00,L,N,0.25
-653-Jul-24,1482760.00,L,N,0.37
-652-Jan-19,1482940.00,L,P,1.89
-652-Jul-13,1483116.00,L,P,1.81
-651-Jul-02,1483470.00,L,T,2.46
-650-Jun-07,1483810.00,S,p,0.66
-650-Nov-16,1483972.00,L,N,0.25
-649-May-13,1484150.00,L,P,1.25
-649-Nov-06,1484326.00,L,P,1.59
-648-May-02,1484504.00,L,T,2.67
-648-Oct-25,1484680.00,L,T,2.84
-647-Apr-06,1484844.00,S,p,0.10
-647-Apr-21,1484858.00,L,P,1.70
-647-Oct-15,1485036.00,L,P,1.61
-646-Mar-11,1485182.00,L,N,0.30
-646-Apr-10,1485212.00,L,N,0.35
-646-Sep-19,1485374.00,S,p,0.61
-646-Oct-04,1485390.00,L,N,0.29
-645-Mar-01,1485538.00,L,P,1.72
-644-Feb-18,1485892.00,L,T,2.65
-643-Dec-29,1486572.00,L,N,0.51
-642-Jun-23,1486748.00,L,N,0.81
-642-Jul-23,1486778.00,L,N,0.19
-642-Dec-18,1486926.00,L,P,1.72
-641-Dec-07,1487280.00,L,T,2.83
-640-Jun-02,1487458.00,L,T,2.12
-640-Nov-11,1487620.00,S,p,0.76
-639-Apr-22,1487782.00,L,N,0.02
-639-Nov-15,1487988.00,L,N,0.38
-638-Apr-11,1488136.00,L,P,1.37
-638-Oct-06,1488314.00,L,P,1.60
-637-Apr-01,1488490.00,L,T,2.77
-637-Sep-25,1488668.00,L,T,2.84
-636-Sep-13,1489022.00,L,P,1.50
-635-Feb-08,1489170.00,L,N,0.62
-635-Feb-23,1489184.00,S,p,0.57
-635-Mar-10,1489200.00,L,N,0.33
-635-Aug-19,1489362.00,S,p,0.61
-635-Sep-02,1489376.00,L,N,0.20
-634-Feb-12,1489538.00,S,p,0.18
-633-Jan-18,1489878.00,L,T,2.58
-633-Jul-14,1490056.00,L,T,2.59
-632-Jan-07,1490232.00,L,P,1.28
-632-Jul-02,1490410.00,L,P,1.25
-632-Nov-27,1490558.00,L,N,0.25
-632-Dec-12,1490572.00,S,p,0.04
-632-Dec-26,1490586.00,L,N,0.06
-631-May-24,1490736.00,L,P,1.10
-630-Nov-05,1491266.00,L,T,2.85
-629-Oct-26,1491620.00,L,P,1.62
-628-Mar-22,1491768.00,L,N,0.20
-628-Apr-06,1491784.00,S,p,0.56
-628-Oct-15,1491976.00,L,N,0.30
-627-Sep-04,1492300.00,L,P,1.53
-626-Mar-01,1492478.00,L,T,2.72
-626-Aug-24,1492654.00,L,T,2.85
-625-Feb-03,1492816.00,S,p,0.94
-625-Feb-18,1492832.00,L,P,1.41
-625-Aug-13,1493008.00,L,P,1.58
-624-Jan-09,1493156.00,L,N,0.48
-624-Jul-04,1493334.00,L,N,0.69
-624-Jul-19,1493348.00,S,p,0.46
-624-Dec-28,1493510.00,L,P,1.70
-623-Jun-23,1493688.00,L,T,2.03
-623-Jul-08,1493702.00,S,p,0.20
-623-Dec-03,1493850.00,S,p,0.04
-623-Dec-17,1493864.00,L,T,2.84
-622-Dec-06,1494218.00,L,P,1.56
-621-May-18,1494382.00,S,p,0.16
-621-Jun-02,1494396.00,L,N,0.79
-621-Oct-27,1494544.00,L,N,0.40
-620-Apr-22,1494722.00,L,P,1.22
-620-Oct-16,1494898.00,L,P,1.58
-619-Oct-06,1495254.00,L,T,2.87
-618-Mar-31,1495430.00,L,P,1.69
-618-Sep-25,1495608.00,L,P,1.56
-617-Feb-20,1495756.00,L,N,0.56
-616-Feb-09,1496110.00,L,P,1.80
-616-Aug-03,1496286.00,L,P,1.59
-615-Jan-29,1496464.00,L,T,2.62
-614-Jan-18,1496818.00,L,P,1.31
-614-Jul-14,1496996.00,L,P,1.37
-613-Jan-07,1497172.00,L,N,0.09
-613-Nov-27,1497496.00,L,P,1.59
-613-Dec-13,1497512.00,S,p,0.69
-612-May-23,1497674.00,L,T,2.36
-611-May-12,1498028.00,L,P,2.01
-611-Nov-05,1498206.00,L,P,1.63
-610-May-01,1498382.00,L,N,0.64
-610-Sep-26,1498530.00,L,N,0.23
-609-Mar-22,1498708.00,L,P,1.54
-609-Sep-16,1498886.00,L,P,1.47
-609-Sep-30,1498900.00,S,p,0.87
-608-Sep-03,1499238.00,L,T,2.77
-607-Mar-01,1499418.00,L,P,1.48
-607-Aug-24,1499594.00,L,P,1.67
-606-Jan-19,1499742.00,L,N,0.45
-606-Jul-30,1499934.00,S,p,0.69
-606-Aug-13,1499948.00,L,N,0.40
-605-Jan-08,1500096.00,L,P,1.68
-605-Jul-05,1500274.00,L,P,1.90
-605-Dec-28,1500450.00,L,T,2.85
-604-Jun-23,1500628.00,L,T,2.40
-604-Dec-17,1500804.00,L,P,1.56
-603-Jun-13,1500982.00,L,N,0.94
-603-Nov-22,1501144.00,S,p,0.57
-603-Dec-06,1501158.00,L,N,0.39
-602-May-18,1501322.00,S,p,0.51
-602-Oct-27,1501484.00,L,P,1.56
-601-Apr-22,1501660.00,L,T,2.50
-600-Apr-11,1502014.00,L,P,1.81
-600-Sep-20,1502176.00,S,p,0.35
-600-Oct-05,1502192.00,L,P,1.60
-599-Mar-31,1502368.00,L,N,0.52
-599-Aug-25,1502516.00,L,N,0.07
-598-Feb-20,1502694.00,L,P,1.74
-598-Aug-15,1502870.00,L,P,1.50
-597-Aug-04,1503224.00,L,T,2.81
-596-Dec-18,1503726.00,L,N,0.25
-595-Jun-28,1503918.00,S,p,0.21
-595-Jul-14,1503934.00,L,N,0.10
-595-Dec-08,1504082.00,L,P,1.59
-594-Jun-03,1504258.00,L,T,2.20
-594-Nov-27,1504436.00,L,T,2.84
-593-May-23,1504612.00,L,T,2.17
-592-May-12,1504968.00,L,N,0.79
-592-Oct-21,1505130.00,S,p,0.44
-592-Nov-05,1505144.00,L,N,0.31
-591-Apr-02,1505292.00,L,P,1.44
-590-Mar-22,1505646.00,L,T,2.77
-588-Jan-31,1506326.00,L,N,0.40
-588-Feb-29,1506356.00,L,N,0.14
-588-Jul-25,1506502.00,L,N,0.47
-588-Aug-24,1506532.00,L,N,0.48
-587-Jan-19,1506680.00,L,P,1.64
-586-Jan-08,1507034.00,L,T,2.87
-586-Jul-04,1507212.00,L,T,2.54
-586-Dec-14,1507374.00,S,p,0.88
-586-Dec-28,1507388.00,L,P,1.57
-585-Nov-18,1507714.00,L,N,0.39
-585-Dec-18,1507744.00,L,N,0.39
-584-May-13,1507890.00,L,N,0.91
-583-May-02,1508244.00,L,T,2.36
-583-Oct-27,1508422.00,L,T,2.84
-582-Oct-16,1508776.00,L,P,1.63
-581-Mar-13,1508924.00,L,N,0.40
-581-Apr-12,1508954.00,L,N,0.63
-581-Sep-06,1509102.00,L,N,0.01
-581-Sep-21,1509116.00,S,p,0.29
-581-Oct-05,1509130.00,L,N,0.38
-580-Mar-16,1509294.00,S,p,0.64
-579-Feb-19,1509634.00,L,T,2.74
-579-Aug-14,1509810.00,L,T,2.77
-578-Feb-08,1509988.00,L,P,1.41
-578-Jul-20,1510150.00,S,p,0.84
-578-Aug-04,1510164.00,L,P,1.59
-578-Dec-30,1510312.00,L,N,0.24
-577-Jan-28,1510342.00,L,N,0.16
-577-Jun-25,1510490.00,L,N,0.67
-576-Jun-14,1510844.00,L,P,2.04
-576-Dec-08,1511022.00,L,T,2.84
-575-Jun-03,1511198.00,L,T,2.33
-575-Nov-27,1511376.00,L,P,1.63
-574-May-09,1511538.00,S,p,0.90
-574-Nov-17,1511730.00,L,N,0.31
-573-Oct-07,1512054.00,L,P,1.37
-572-Apr-02,1512232.00,L,T,2.67
-572-Sep-25,1512408.00,L,T,2.65
-571-Mar-07,1512572.00,S,p,0.85
-571-Mar-22,1512586.00,L,P,1.65
-571-Sep-14,1512762.00,L,P,1.81
-570-Mar-12,1512942.00,L,N,0.21
-570-Aug-06,1513088.00,L,N,0.38
-569-Jan-30,1513266.00,L,P,1.59
-569-Jul-26,1513442.00,L,P,1.67
-568-Jan-19,1513620.00,L,T,2.89
-567-Jan-07,1513974.00,L,P,1.59
-567-Nov-29,1514300.00,L,N,0.39
-566-May-25,1514476.00,L,N,0.76
-566-Nov-18,1514654.00,L,P,1.55
-565-May-14,1514830.00,L,T,2.21
-565-Nov-08,1515008.00,L,T,2.83
-564-May-02,1515184.00,L,T,2.07
-564-Oct-27,1515362.00,L,P,1.66
-563-Mar-24,1515510.00,L,N,0.30
-563-Apr-07,1515524.00,S,p,0.56
-563-Oct-16,1515716.00,L,N,0.42
-562-Mar-13,1515864.00,L,P,1.57
-562-Sep-05,1516040.00,L,P,1.35
-561-Mar-03,1516220.00,L,T,2.82
-560-Feb-20,1516574.00,L,P,1.48
-560-Aug-15,1516750.00,L,P,1.68
-559-Feb-08,1516928.00,L,N,0.22
-559-Dec-29,1517252.00,L,P,1.58
-558-Jan-14,1517268.00,S,p,0.96
-557-Dec-09,1517962.00,L,P,1.62
-556-Oct-29,1518286.00,L,N,0.15
-556-Nov-27,1518316.00,L,N,0.31
-555-Apr-23,1518462.00,L,P,1.21
-555-Oct-17,1518640.00,L,P,1.34
-555-Nov-01,1518654.00,S,p,0.78
-554-Oct-06,1518994.00,L,T,2.61
-553-Apr-03,1519172.00,L,P,1.75
-553-Sep-26,1519348.00,L,P,1.86
-552-Feb-21,1519496.00,L,N,0.26
-552-Aug-31,1519688.00,S,p,0.55
-552-Sep-14,1519702.00,L,N,0.62
-551-Feb-09,1519850.00,L,P,1.53
-551-Aug-06,1520028.00,L,P,1.57
-551-Aug-20,1520042.00,S,p,0.08
-550-Jan-29,1520204.00,L,T,2.84
-549-Jan-19,1520560.00,L,P,1.61
-549-Jul-15,1520736.00,L,P,1.36
-549-Dec-25,1520900.00,S,p,0.25
-548-Jan-08,1520914.00,L,N,0.42
-548-Jun-19,1521076.00,S,p,0.97
-548-Nov-29,1521240.00,L,P,1.55
-546-May-14,1521770.00,L,T,2.21
-546-Oct-23,1521932.00,S,p,1.00
-546-Nov-07,1521948.00,L,P,1.67
-545-May-03,1522124.00,L,N,0.87
-544-Mar-24,1522450.00,L,P,1.47
-544-Sep-16,1522626.00,L,P,1.30
-543-Sep-05,1522980.00,L,T,2.63
-541-Jan-20,1523482.00,L,N,0.20
-541-Jul-31,1523674.00,S,p,0.93
-541-Aug-16,1523690.00,L,N,0.39
-540-Jan-10,1523838.00,L,P,1.57
-540-Jul-05,1524014.00,L,P,1.74
-540-Dec-29,1524192.00,L,T,2.83
-539-Jun-24,1524368.00,L,T,2.65
-538-Jun-13,1524722.00,L,P,1.25
-538-Dec-08,1524900.00,L,N,0.30
-537-May-05,1525048.00,L,P,1.08
-536-Apr-23,1525402.00,L,T,2.43
-534-Mar-04,1526082.00,L,N,0.17
-534-Mar-18,1526096.00,S,p,0.06
-534-Apr-02,1526112.00,L,N,0.41
-534-Aug-27,1526258.00,L,N,0.23
-534-Sep-26,1526288.00,L,N,0.67
-533-Feb-21,1526436.00,L,P,1.46
-532-Feb-10,1526790.00,L,T,2.79
-532-Aug-05,1526968.00,L,T,2.83
-531-Jan-15,1527130.00,S,p,0.55
-531-Jan-29,1527144.00,L,P,1.65
-531-Jul-26,1527322.00,L,P,1.49
-531-Dec-20,1527470.00,L,N,0.38
-530-Jan-19,1527500.00,L,N,0.44
-530-Jun-30,1527662.00,S,p,0.04
-529-Jun-04,1528000.00,L,P,1.91
-529-Jun-20,1528016.00,S,p,0.07
-529-Nov-29,1528178.00,L,T,2.82
-528-Nov-17,1528532.00,L,P,1.68
-527-Apr-14,1528680.00,L,N,0.07
-527-May-14,1528710.00,L,P,1.00
-527-Nov-06,1528886.00,L,N,0.46
-526-Apr-18,1529050.00,S,p,0.55
-525-Mar-24,1529390.00,L,T,2.74
-525-Sep-17,1529566.00,L,T,2.57
-524-Mar-12,1529744.00,L,P,1.67
-524-Aug-21,1529906.00,S,p,0.24
-524-Sep-05,1529920.00,L,P,1.83
-523-Jan-31,1530068.00,L,N,0.17
-523-Mar-01,1530098.00,L,N,0.37
-523-Jul-27,1530246.00,L,N,0.28
-522-Jan-20,1530422.00,L,P,1.54
-522-Jul-16,1530600.00,L,P,1.60
-521-Jan-10,1530778.00,L,T,2.81
-521-Jul-05,1530954.00,L,T,2.80
-521-Dec-30,1531132.00,L,P,1.63
-520-Jun-10,1531294.00,S,p,0.85
-520-Jun-24,1531308.00,L,P,1.39
-520-Nov-19,1531456.00,L,N,0.12
-519-May-30,1531648.00,S,p,0.00
-519-Nov-08,1531810.00,L,P,1.31
-519-Nov-23,1531826.00,S,p,0.76
-518-May-05,1531988.00,L,T,2.30
-518-Oct-28,1532164.00,L,T,2.56
-517-Apr-09,1532328.00,S,p,0.15
-517-Apr-24,1532342.00,L,T,1.99
-517-Oct-17,1532518.00,L,P,1.93
-516-Apr-13,1532698.00,L,N,0.53
-516-Sep-07,1532844.00,L,N,0.17
-515-Aug-27,1533198.00,L,P,1.40
-514-Feb-20,1533376.00,L,T,2.72
-514-Aug-17,1533554.00,L,T,2.73
-513-Feb-09,1533730.00,L,P,1.70
-512-Jan-01,1534056.00,L,N,0.36
-512-Jun-25,1534232.00,L,N,0.30
-512-Dec-20,1534410.00,L,P,1.54
-511-Jun-15,1534586.00,L,P,1.77
-511-Jun-30,1534602.00,S,p,0.17
-511-Dec-10,1534764.00,L,T,2.82
-510-Jun-04,1534940.00,L,T,2.49
-510-Nov-29,1535118.00,L,P,1.69
-509-May-10,1535280.00,S,p,0.14
-509-Nov-18,1535472.00,L,N,0.47
-508-Apr-14,1535620.00,L,P,1.22
-508-Apr-28,1535634.00,S,p,0.29
-508-Oct-07,1535796.00,L,P,1.23
-507-Apr-03,1535974.00,L,T,2.62
-506-Mar-23,1536328.00,L,P,1.78
-506-Sep-17,1536506.00,L,P,1.89
-505-Mar-13,1536684.00,L,N,0.47
-505-Aug-08,1536832.00,L,N,0.17
-505-Sep-06,1536860.00,L,N,0.54
-504-Jan-31,1537008.00,L,P,1.51
-504-Feb-16,1537024.00,S,p,0.93
-503-Jan-20,1537362.00,L,T,2.78
-502-Jan-10,1537718.00,L,P,1.65
-502-Jun-21,1537880.00,S,p,0.62
-502-Dec-01,1538042.00,L,N,0.12
-502-Dec-30,1538072.00,L,N,0.30
-501-May-26,1538218.00,L,N,0.82
-501-Jun-24,1538248.00,L,N,0.22
-501-Nov-19,1538396.00,L,P,1.30
-500-Nov-07,1538748.00,L,T,2.55
