sloka	pada	english	verb_part	speech_part	word_count	verb_count
5.58.112	वधम्	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
5.58.130	वधम्	killing	[('killing', 'VBG')]	[[('killing', 'VBG')]]	1	1
3.73.13	वधस्य	to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	3	2
3.34.23	वधात्	by killing	[('killing', 'VBG')]	[[('by', 'IN'), ('killing', 'VBG')]]	2	1
5.53.2	वधात्	other than killing	[('killing', 'VBG')]	[[('other', 'JJ'), ('than', 'IN'), ('killing', 'VBG')]]	3	1
3.30.24	वधाय	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.51.27	वधाय	to die	[('die', 'VB')]	[[('to', 'TO'), ('die', 'VB')]]	2	1
5.19.23	वधाय	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
1.15.23	वधार्थम्	in order to kill him	[('kill', 'VB')]	[[('in', 'IN'), ('order', 'NN'), ('to', 'TO'), ('kill', 'VB'), ('him', 'PRP')]]	5	1
3.22.12	वधार्थम्	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.22.26	वधार्थम्	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.24.33	वधार्थम्	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.26.4	वधार्थम्	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.30.31	वधार्थम्	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
2.1.7	वधार्थिभिः	by those desirous of slaying	[('slaying', 'VBG')]	[[('by', 'IN'), ('those', 'DT'), ('desirous', 'JJ'), ('of', 'IN'), ('slaying', 'VBG')]]	5	1
5.38.34	वधार्हमपि	even though deserves to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('even', 'RB'), ('though', 'IN'), ('deserves', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	6	2
3.27.3	वधार्हम्	should be slain	[('be', 'VB'), ('slain', 'VB')]	[[('should', 'MD'), ('be', 'VB'), ('slain', 'VB')]]	3	2
5.22.5	वधार्हाम्	deserve to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('deserve', 'NN'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	4	2
3.64.7	वधार्हेण	by one who deserved to be killed	[('deserved', 'VBD'), ('be', 'VB'), ('killed', 'VBN')]	[[('by', 'IN'), ('one', 'CD'), ('who', 'WP'), ('deserved', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	7	3
5.59.9	वधि	Rष्यामि can kill	[('kill', 'VB')]	[[('Rष्यामि', 'NNP'), ('can', 'MD'), ('kill', 'VB')]]	3	1
2.84.4	वधिष्यति	will slay	[('slay', 'VB')]	[[('will', 'MD'), ('slay', 'VB')]]	2	1
3.4.17	वधिष्यति	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
3.41.17	वधिष्यति	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
3.50.23	वधिष्यति	will slay৷৷	[('slay৷৷', 'VB')]	[[('will', 'MD'), ('slay৷৷', 'VB')]]	2	1
4.36.15	वधिष्यति	he will kill	[('kill', 'VB')]	[[('he', 'PRP'), ('will', 'MD'), ('kill', 'VB')]]	3	1
5.34.33	वधिष्यति	would slay	[('slay', 'VB')]	[[('would', 'MD'), ('slay', 'VB')]]	2	1
5.36.36	वधिष्यति	will slay	[('slay', 'VB')]	[[('will', 'MD'), ('slay', 'VB')]]	2	1
4.36.7	वधिष्यति च	he will  kill	[('kill', 'VB')]	[[('he', 'PRP'), ('will', 'MD'), ('kill', 'VB')]]	3	1
1.30.20	वधिष्यामि	I will slay them	[('slay', 'VB')]	[[('I', 'PRP'), ('will', 'MD'), ('slay', 'VB'), ('them', 'PRP')]]	4	1
2.21.11	वधिष्यामि	I shall slay	[('slay', 'VB')]	[[('I', 'PRP'), ('shall', 'MD'), ('slay', 'VB')]]	3	1
2.96.27	वधिष्यामि	will slay	[('slay', 'VB')]	[[('will', 'MD'), ('slay', 'VB')]]	2	1
3.20.4	वधिष्यामि	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
3.27.3	वधिष्यामि	I will kill	[('kill', 'VB')]	[[('I', 'PRP'), ('will', 'MD'), ('kill', 'VB')]]	3	1
3.38.7	वधिष्यामि	I will slay	[('slay', 'VB')]	[[('I', 'PRP'), ('will', 'MD'), ('slay', 'VB')]]	3	1
3.43.46	वधिष्यामि	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
4.45.14	वधिष्यामि	will smash	[('smash', 'VB')]	[[('will', 'MD'), ('smash', 'VB')]]	2	1
5.52.11	वधिष्यामि	will slay	[('slay', 'VB')]	[[('will', 'MD'), ('slay', 'VB')]]	2	1
5.59.10	वधिष्यामि	will kill	[('kill', 'VB')]	[[('will', 'MD'), ('kill', 'VB')]]	2	1
3.67.11	वधिष्ये	l will kill	[('kill', 'VB')]	[[('l', 'NN'), ('will', 'MD'), ('kill', 'VB')]]	3	1
1.77.10	वधूप्रतिग्रहे	in receiving the new brides	[('receiving', 'VBG')]	[[('in', 'IN'), ('receiving', 'VBG'), ('the', 'DT'), ('new', 'JJ'), ('brides', 'NNS')]]	5	1
2.96.24	वधे	in slaying	[('slaying', 'VBG')]	[[('in', 'IN'), ('slaying', 'VBG')]]	2	1
3.4.4	वधे	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.66.19	वधे	in killing	[('killing', 'VBG')]	[[('in', 'IN'), ('killing', 'VBG')]]	2	1
4.38.22	वधे	in slaying	[('slaying', 'VBG')]	[[('in', 'IN'), ('slaying', 'VBG')]]	2	1
5.47.30	वधे	in  killing	[('killing', 'VBG')]	[[('in', 'IN'), ('killing', 'VBG')]]	2	1
5.52.11	वधे	in killing	[('killing', 'VBG')]	[[('in', 'IN'), ('killing', 'VBG')]]	2	1
5.52.2	वधे	killing	[('killing', 'VBG')]	[[('killing', 'VBG')]]	1	1
5.52.22	वधे	in killing	[('killing', 'VBG')]	[[('in', 'IN'), ('killing', 'VBG')]]	2	1
5.59.35	वधे	killing	[('killing', 'VBG')]	[[('killing', 'VBG')]]	1	1
5.30.23	वधे च	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
2.63.31	वधेन	by killing	[('killing', 'VBG')]	[[('by', 'IN'), ('killing', 'VBG')]]	2	1
3.31.28	वधोपायः	means to kill	[('kill', 'VB')]	[[('means', 'NNS'), ('to', 'TO'), ('kill', 'VB')]]	3	1
2.96.23	वध्य एव	deserves to be slain	[('be', 'VB')]	[[('deserves', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('slain', 'JJ')]]	4	1
1.15.14	वध्यः	is fit to be destroyed	[('is', 'VBZ'), ('be', 'VB'), ('destroyed', 'VBN')]	[[('is', 'VBZ'), ('fit', 'JJ'), ('to', 'TO'), ('be', 'VB'), ('destroyed', 'VBN')]]	5	3
2.10.32	वध्यः	worthy of being slain	[('being', 'VBG')]	[[('worthy', 'NN'), ('of', 'IN'), ('being', 'VBG'), ('slain', 'NN')]]	4	1
4.34.10	वध्यः	deserves to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('deserves', 'NNS'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	4	2
4.40.69	वध्यः	will be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('will', 'MD'), ('be', 'VB'), ('killed', 'VBN')]]	3	2
4.42.53	वध्यः	to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	3	2
5.58.144	वध्यः	to kill	[('kill', 'VB')]	[[('to', 'TO'), ('kill', 'VB')]]	2	1
3.43.39	वध्यः तु	should be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('should', 'MD'), ('be', 'VB'), ('killed', 'VBN')]]	3	2
2.21.12	वध्यतामपि	also shall be slain	[('be', 'VB'), ('slain', 'VBN')]	[[('also', 'RB'), ('shall', 'MD'), ('be', 'VB'), ('slain', 'VBN')]]	4	2
2.10.32	वध्यताम्	shall be slain	[('be', 'VB'), ('slain', 'VBN')]	[[('shall', 'MD'), ('be', 'VB'), ('slain', 'VBN')]]	3	2
3.6.15	वध्यते	being slain	[('being', 'VBG')]	[[('being', 'VBG'), ('slain', 'NN')]]	2	1
3.3.22	वध्यमानः	being struck	[('being', 'VBG'), ('struck', 'VBD')]	[[('being', 'VBG'), ('struck', 'VBD')]]	2	2
3.6.19	वध्यमानान्	being killed	[('being', 'VBG'), ('killed', 'VBN')]	[[('being', 'VBG'), ('killed', 'VBN')]]	2	2
4.41.25	वध्यस्य	who deserves to be killed	[('deserves', 'VBZ'), ('be', 'VB'), ('killed', 'VBN')]	[[('who', 'WP'), ('deserves', 'VBZ'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	5	3
5.28.5	वध्या	to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	3	2
1.28.20	वध्याः	are required to be slain	[('are', 'VBP'), ('required', 'VBN'), ('be', 'VB')]	[[('are', 'VBP'), ('required', 'VBN'), ('to', 'TO'), ('be', 'VB'), ('slain', 'JJ')]]	5	3
3.41.6	वध्याः खलु	deserve to be slayed	[('be', 'VB'), ('slayed', 'VBN')]	[[('deserve', 'NN'), ('to', 'TO'), ('be', 'VB'), ('slayed', 'VBN')]]	4	2
5.62.35	वध्याः हि	indeed deserve to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('indeed', 'RB'), ('deserve', 'NN'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	5	2
2.2.45	वध्यान्	those who deserve to be killed	[('deserve', 'VBP'), ('be', 'VB'), ('killed', 'VBN')]	[[('those', 'DT'), ('who', 'WP'), ('deserve', 'VBP'), ('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	6	3
5.28.11	वध्याम्	to be killed	[('be', 'VB'), ('killed', 'VBN')]	[[('to', 'TO'), ('be', 'VB'), ('killed', 'VBN')]]	3	2
2.75.39	वध्येत	be slain	[('be', 'VB'), ('slain', 'VBN')]	[[('be', 'VB'), ('slain', 'VBN')]]	2	2
2.12.62	वनं गच्छ	go to the forest	[('go', 'VB')]	[[('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.12.89	वनं गते	after he has gone to the forest	[('has', 'VBZ'), ('gone', 'VBN')]	[[('after', 'IN'), ('he', 'PRP'), ('has', 'VBZ'), ('gone', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	7	2
2.12.83	वनं प्रस्थापयिष्यति	sending to the forests	[('sending', 'VBG')]	[[('sending', 'VBG'), ('to', 'TO'), ('the', 'DT'), ('forests', 'NNS')]]	4	1
2.12.88	वनं प्राप्ते	reaches the forest	[('reaches', 'VBZ')]	[[('reaches', 'VBZ'), ('the', 'DT'), ('forest', 'NN')]]	3	1
2.12.85	वनं व्रज	go to the forest	[('go', 'VB')]	[[('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.12.94	वनंगते	after he leaves for the forest	[('leaves', 'VBZ')]	[[('after', 'IN'), ('he', 'PRP'), ('leaves', 'VBZ'), ('for', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	1
2.13.5	वनंगते	exiled	[('exiled', 'VBN')]	[[('exiled', 'VBN')]]	1	1
3.39.8	वनगतम्	came to the forest	[('came', 'VBD')]	[[('came', 'VBD'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.50.44	वनगोचरम्	wandering in the forest	[('wandering', 'VBG')]	[[('wandering', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
3.73.37	वनगोचराः	wandering in the forest	[('wandering', 'VBG')]	[[('wandering', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.119.17	वनगोचरान्	inhabiting the  forest	[('inhabiting', 'VBG')]	[[('inhabiting', 'VBG'), ('the', 'DT'), ('forest', 'NN')]]	3	1
3.3.4	वनगोचरौ	both moving in the forest	[('moving', 'VBG')]	[[('both', 'DT'), ('moving', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
5.26.46	वनगोचरौ	roaming in the forest as ascetics	[('roaming', 'VBG')]	[[('roaming', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN'), ('as', 'IN'), ('ascetics', 'NNS')]]	6	1
1.9.4	वनचरः	a person moving in the forest	[('moving', 'VBG')]	[[('a', 'DT'), ('person', 'NN'), ('moving', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	1
3.9.15	वनचरान्	forestrangers दृष्ट्वा seeing	[('दृष्ट्वा', 'VBP'), ('seeing', 'VBG')]	[[('forestrangers', 'NNS'), ('दृष्ट्वा', 'VBP'), ('seeing', 'VBG')]]	3	2
1.1.43	वनचरैः सह	along with those inhabiting the forest	[('inhabiting', 'VBG')]	[[('along', 'IN'), ('with', 'IN'), ('those', 'DT'), ('inhabiting', 'VBG'), ('the', 'DT'), ('forest', 'NN')]]	6	1
2.29.3	वनचारिणः	wild beasts wandering in the forest	[('wandering', 'VBG')]	[[('wild', 'JJ'), ('beasts', 'NNS'), ('wandering', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	1
3.24.30	वनचारिणः	roaming the forest	[('roaming', 'VBG')]	[[('roaming', 'VBG'), ('the', 'DT'), ('forest', 'NN')]]	3	1
3.24.6	वनचारिणः	moving in the forest	[('moving', 'VBG')]	[[('moving', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
5.14.47	वनचारिणी	loves strolling in the forest	[('strolling', 'VBG')]	[[('loves', 'NNS'), ('strolling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.8.30	वनजीविभिः	by those living on the forest	[('living', 'VBG')]	[[('by', 'IN'), ('those', 'DT'), ('living', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	1
2.85.17	वनदाहाभिसन्तप्तं	dried by forest fire	[('dried', 'VBN')]	[[('dried', 'VBN'), ('by', 'IN'), ('forest', 'JJS'), ('fire', 'NN')]]	4	1
2.45.18	वनपरायणः	moving towards the forest	[('moving', 'VBG')]	[[('moving', 'VBG'), ('towards', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
5.62.8	वनपालान्	guards protecting the garden	[('protecting', 'VBG')]	[[('guards', 'NNS'), ('protecting', 'VBG'), ('the', 'DT'), ('garden', 'NN')]]	4	1
2.33.31	वनप्रवेशे	to enter forest	[('enter', 'VB')]	[[('to', 'TO'), ('enter', 'VB'), ('forest', 'JJS')]]	3	1
5.50.5	वनभङ्गे च	in destroyed the garden	[('destroyed', 'VBN')]	[[('in', 'IN'), ('destroyed', 'VBN'), ('the', 'DT'), ('garden', 'NN')]]	4	1
3.11.52	वनमध्यस्थम्	appearing in the middle of the forest	[('appearing', 'VBG')]	[[('appearing', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('middle', 'NN'), ('of', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	7	1
2.5.18	वनमालिनी	surrounded with gardens	[('surrounded', 'VBN')]	[[('surrounded', 'VBN'), ('with', 'IN'), ('gardens', 'NNS')]]	3	1
2.104.22	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.21.29	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.28.19	वनम्	to live in the forest	[('live', 'VB')]	[[('to', 'TO'), ('live', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.63.4	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.77.6	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.77.7	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.78.2	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.9.64	वनम्	to forest	[('forest', 'VB')]	[[('to', 'TO'), ('forest', 'VB')]]	2	1
2.12.72	वनम् आश्रितम्	taking refuge in the forest	[('taking', 'VBG')]	[[('taking', 'VBG'), ('refuge', 'NN'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
3.15.4	वनरामण्यकम्	forest is beautiful	[('is', 'VBZ')]	[[('forest', 'NN'), ('is', 'VBZ'), ('beautiful', 'JJ')]]	3	1
2.23.25	वनवासं गते	after you have withdrawn to the forest	[('have', 'VBP'), ('withdrawn', 'VBN')]	[[('after', 'IN'), ('you', 'PRP'), ('have', 'VBP'), ('withdrawn', 'VBN'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	7	2
2.22.29	वनवासः	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.23.26	वनवासः	retiring into the forest	[('retiring', 'VBG')]	[[('retiring', 'VBG'), ('into', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.52.51	वनवासकृतम्	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.21.49	वनवासकृता	relating to my dwelling in the forest	[('relating', 'VBG')]	[[('relating', 'VBG'), ('to', 'TO'), ('my', 'PRP$'), ('dwelling', 'NN'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	7	1
2.28.5	वनवासकृता	to live in the forest	[('live', 'VB')]	[[('to', 'TO'), ('live', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.29.9	वनवासकृतोत्साहा	I have become eager to dwell in the forest	[('have', 'VBP'), ('become', 'VBN'), ('dwell', 'VB')]	[[('I', 'PRP'), ('have', 'VBP'), ('become', 'VBN'), ('eager', 'JJ'), ('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	9	3
2.103.23	वनवासकृशाम्	emaciated due to her stay in the forest	[('emaciated', 'VBN')]	[[('emaciated', 'VBN'), ('due', 'JJ'), ('to', 'TO'), ('her', 'PRP$'), ('stay', 'NN'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	8	1
2.30.42	वनवासक्षमाः	suitable for residing in the forest	[('residing', 'VBG')]	[[('suitable', 'JJ'), ('for', 'IN'), ('residing', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	1
2.24.38	वनवासनिश्चितम्	determined to go to the forest	[('determined', 'VBN'), ('go', 'VB')]	[[('determined', 'VBN'), ('to', 'TO'), ('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	6	2
2.12.22	वनवासम्	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.40.15	वनवासम्	going to dwell in the forest	[('going', 'VBG'), ('dwell', 'VB')]	[[('going', 'VBG'), ('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	2
2.97.22	वनवासम्	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.29.10	वनवासस्य	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.29.14	वनवासस्य गमनम्	to go to the forest	[('go', 'VB')]	[[('to', 'TO'), ('go', 'VB'), ('to', 'TO'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.52.48	वनवासानुयानाय	to accompany you in exile	[('accompany', 'VB')]	[[('to', 'TO'), ('accompany', 'VB'), ('you', 'PRP'), ('in', 'IN'), ('exile', 'NN')]]	5	1
2.45.24	वनवासानुसारिणी	one seeking the forest life	[('seeking', 'VBG')]	[[('one', 'CD'), ('seeking', 'VBG'), ('the', 'DT'), ('forest', 'JJS'), ('life', 'NN')]]	5	1
2.21.4	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.31.30	वनवासाय	to live in the forest	[('live', 'VB')]	[[('to', 'TO'), ('live', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.31.6	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.34.25	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.40.5	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.43.7	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.44.31	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.73.11	वनवासाय	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.52.53	वनवासिनः	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
3.1.13	वनवासिनः	sages living in the woods	[('living', 'VBG')]	[[('sages', 'NNS'), ('living', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('woods', 'NNS')]]	5	1
2.25.25	वनवासिनम्	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.85.10	वनवासिनम्	residing in the forest	[('residing', 'VBG')]	[[('residing', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.29.12	वनवासे	while residing in the forest	[('residing', 'VBG')]	[[('while', 'IN'), ('residing', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.34.29	वनवासे	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.37.16	वनवासे	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.41.6	वनवासे	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.49.4	वनवासे	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
3.16.38	वनवासे	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.105.43	वनवासेन	by dwelling in the forest	[('dwelling', 'VBG')]	[[('by', 'IN'), ('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.94.17	वनवासेन	staying in the forest	[('staying', 'VBG')]	[[('staying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
3.55.27	वनवासेन	by dwelling in the forest	[('dwelling', 'VBG')]	[[('by', 'IN'), ('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
4.40.70	वनषण्डमण्डिताम्	bestowed with different kinds of forests and groves	[('bestowed', 'VBN')]	[[('bestowed', 'VBN'), ('with', 'IN'), ('different', 'JJ'), ('kinds', 'NNS'), ('of', 'IN'), ('forests', 'NNS'), ('and', 'CC'), ('groves', 'NNS')]]	8	1
5.58.109	वनषण्डम्	destroyed garden	[('destroyed', 'VBN')]	[[('destroyed', 'VBN'), ('garden', 'NN')]]	2	1
5.14.45	वनसञ्चारकुशला	who loves to wander in forests	[('loves', 'VBZ'), ('wander', 'VB')]	[[('who', 'WP'), ('loves', 'VBZ'), ('to', 'TO'), ('wander', 'VB'), ('in', 'IN'), ('forests', 'NNS')]]	6	2
2.115.3	वनस्थः	is in the forest	[('is', 'VBZ')]	[[('is', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
3.1.20	वनस्थः वा	or staying in the forest	[('staying', 'VBG')]	[[('or', 'CC'), ('staying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
3.16.33	वनस्थमपि	dwelling in the forest	[('dwelling', 'VBG')]	[[('dwelling', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
2.82.30	वनस्थम्	who is in the forest	[('is', 'VBZ')]	[[('who', 'WP'), ('is', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
2.38.18	वनस्थे	staying in the forest	[('staying', 'VBG')]	[[('staying', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
3.49.37	वनस्पतिगतम्	seated on the tree	[('seated', 'VBN')]	[[('seated', 'VBN'), ('on', 'IN'), ('the', 'DT'), ('tree', 'NN')]]	4	1
2.38.4	वनस्य	to dwell in the forest	[('dwell', 'VB')]	[[('to', 'TO'), ('dwell', 'VB'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	5	1
5.3.23	वनालय	one who dwells in the forest	[('dwells', 'VBZ')]	[[('one', 'CD'), ('who', 'WP'), ('dwells', 'VBZ'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	6	1
2.94.27	वनिते सीते	O my beloved Sita	[('beloved', 'VBD')]	[[('O', 'NNP'), ('my', 'PRP$'), ('beloved', 'VBD'), ('Sita', 'NNP')]]	4	1
1.3.5	वने चरता	while moving in the Dandakaranya forest	[('moving', 'VBG')]	[[('while', 'IN'), ('moving', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('Dandakaranya', 'NNP'), ('forest', 'NN')]]	6	1
2.37.27	वनेचरः	wandering in the forest	[('wandering', 'VBG')]	[[('wandering', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
3.42.28	वनेचराः	wandering in the forest	[('wandering', 'VBG')]	[[('wandering', 'VBG'), ('in', 'IN'), ('the', 'DT'), ('forest', 'NN')]]	4	1
