chapter number	sloka number	sloka	transliterated	vyakhya	translation	fn text
18	45	निर्मृज्य भालफलकात्किरतो हरित्सु स्वेदाम्भसां सरभसं कणचक्रवालम् । नागाननस्य जघटे सलिलावगाहे केलिं विनापि करसीकरसर्गमार्गः ॥ ४५ ॥	nirmṛjya bhālaphalakātkirato haritsu svedāmbhasāṃ sarabhasaṃ kaṇacakravālam | nāgānanasya jaghaṭe salilāvagāhe keliṃ vināpi karasīkarasargamārgaḥ || 45 ||	ललाटपट्टादुत्पुंस्य दिक्षु धर्मकणसमूहं क्षिपतो गजमुखस्याम्बुक्रीडां विनापि करसीकरसर्जनमभूत्॥	The elephant-faced Ganesha produced a drizzle with his trunk even without playing in water by sending a wild shower of sweat drops in all the directions after sucking them away from his forehead. 	N/A
18	46	उद्भूष्णुना श्रमजलेन गजाननस्य सिन्दूररेणुरुदमृज्यत गण्डभित्तेः । आर्द्रप्रकोपजनितोऽथ स तत्र तस्य तत्कृत्यकृज्झटिति पाटलिमा बभूव ॥ ४६ ॥	udbhūṣṇunā śramajalena gajānanasya sindūrareṇurudamṛjyata gaṇḍabhitteḥ | ārdraprakopajanito'tha sa tatra tasya tatkṛtyakṛjjhaṭiti pāṭalimā babhūva || 46 ||	उत्पद्यमानेन धर्मजलेन गजमुखस्य गण्डासिन्दूरधूलिरुत्पुंसिता । अथ प्रत्यग्रक्रोधजनितं लौहित्यं तस्य गजाननस्य तत्कृत्यकृत्सिदूरकार्यकृद्बभूव ॥	Though the vermilion powder over Ganesha’s broad temples was washed away by the streaming sweat, its purpose was quickly served by the redness resulting from a fresh bout of anger. 	N/A
18	47	झञ्झामरुत्सहचरं परुषं पुरस्ता- न्मुञ्चन्विनिःश्वसितडम्बरमग्निजन्मा । वर्षञ्श्रमाम्बुपृषतैश्च पृथुप्रकोपो नृत्तक्रियामकृत वाहनबर्हिणस्य ॥ ४७ ॥	jhañjhāmarutsahacaraṃ paruṣaṃ purastā- nmuñcanviniḥśvasitaḍambaramagnijanmā | varṣañśramāmbupṛṣataiśca pṛthuprakopo nṛttakriyāmakṛta vāhanabarhiṇasya || 47 ||	झञ्झामरुद्वार्षिकः सशब्दो वातस्तस्य सहचरम् । तथा परुषं निःश्वासप्रपञ्चं क्षिपन् , धर्मजलकणान्वर्षंश्च कुमारो वाहमयूरनाट्यमकरोत् । वातमिश्रं च वर्षं मयूरस्य नृत्तहेतुः॥	Letting out a rough sigh, resembling a thunderstorm, from his mouth, the fire-born Skanda rained down drops of sweat in inflamed anger and made his peacock mount dance.	Skanda is compared to a cloud here without, however, making the comparison obvious and literal. Clouds are accompanied by thunderstorms, pour down rain, and make peacocks dance.
18	48	ताम्रीभवन्मुखततिर्विततोज्जिहान- भ्रूभङ्गधूमलहरीविकारालिताशः। तापं किमप्यनुसरञ्शिखिभूरवाप तत्र स्वकारणगुणानुगुणामवस्थाम् ॥ ४८ ॥	tāmrībhavanmukhatatirvitatojjihāna- bhrūbhaṅgadhūmalaharīvikārālitāśaḥ| tāpaṃ kimapyanusarañśikhibhūravāpa tatra svakāraṇaguṇānuguṇāmavasthām || 48 ||	रोषवशादरुणीभवन्मुखपतिः । तथा वितता उज्जिहाना उत्तिष्ठन्तो ये भ्रूभङ्गास्त एव धूमलहर्यस्ताभिर्विकरालिता आशा दिशो येन । तथा कमपि तापं भजञ्शिखिभूः कुमारः स्वकारणस्याग्नेर्गुणानामनुरूपामवस्थां प्रापत् । अग्नेर्ह्यरुणत्वादिकं गुणः ॥	Sporting a row of angry red faces; streaking the directions with the smoky trail of his long, upraised frowns; and burning secretly within, the fire-born Skanda  attained a state that matched with the nature of his source.	Source’ here refers to ‘fire’. One of the names of Skanda is ‘Agnibhūḥ’, i.e., ‘Fire-born’.
18	49	प्रापत्करालतरवारिहठग्रहेण स्वच्छन्दतामविरतं विवशो ववल्ग । चित्राय विद्विषदुरस्तटवप्रकेलि- कल्लोलितोऽसकृदकल्प्यत वीरभद्रः ॥ ४९ ॥	prāpatkarālataravārihaṭhagraheṇa svacchandatāmavirataṃ vivaśo vavalga | citrāya vidviṣadurastaṭavaprakeli- kallolito'sakṛdakalpyata vīrabhadraḥ || 49 ||	कराला दुर्धर्षा या तरवारिः कट्टारिका तस्या हठेन ग्रहेण स्वातन्त्र्यं प्राप। विवशः । अर्थात्कोपस्य । अविरतं ववल्ग विकटं सम्भ्रमन् , विद्विषतामुरस्तट एव वास्तत्र केलिकल्लोलितः क्रीडोल्लसितो वीरभद्रो नाम गण आश्चर्यायाकल्प्यत । क्लृप्तावुपसङ्ख्यानाच्चतुर्थी । चित्रशब्दो विरोधद्योतकः । तत्पक्षे भद्रो गजजातिविशेषः । स करालतरा या वारिर्गजबन्धनस्तम्भस्तद्ग्रहणेन खच्छन्दतां यथेच्छकारितां प्राप्नोति । अविरतं वल्गति । वप्रकेलिर्दन्ताघातकीडा तया कल्लोलितश्च ॥	The brave elephant of the best kind/Virabhadra was tightly bound to a huge pillar/clutching a terrible sword and (yet) enjoyed freedom. Pacing about in agitation and eager to play the sport of butting against the enemy’s sloping chest, he caused much surprise.	An apparent contradiction based on pun; whoever is bound cannot enjoy freedom. Bhadra is a superior class of elephants. Its features are as follows: ‘pratimāneṣu vipulaścārupṛṣṭhāyatānanaḥ | mukhe surabhiniḥśvāsastāmrajihvauṣṭhatālukaḥ || tathāsya tulyasaṃsthānau dantau śubhrau viśeṣataḥ | madhupiṅgalanetraśca mahākāyo mahābalaḥ || purastāducchritaścāpi paścādavanato'pi yaḥ | dhanurvinatavaṃśaśca samapādatalaḥ śubhaḥ || viṃśatyā ca nakhairyukto yo’'ṣṭādaśabhireva vā | vidyuddavāgnisiṃhebhyo na bibhetyaṅkuśādapi ||anvarthavedī śūraśca kṣamāvānna ca karkaśaḥ | kalyāṇamedhāstejasvī sa bhadraḥ parikīrtitaḥ ||’ (‘The Bhadra’s trunk, in between its tusks, is massive; its back is handsome, face broad; breath fragrant, and tongue, lips, and palate coppery red; its tusks are identical in shape and size and particularly pure white; its eyes are tawny like honey; it is huge in size and very strong; its backbone is bent like a bow and feet equal; it is auspicious; it has 20 or 18 toe nails; it does not fear lightning, forest fire, lion, or even the mahout’s goad; it understands commands perfectly, is brave, forbearing, calm, intelligent, and dignified’, Śārṅgadharapaddhati, 78.18-22). Virabhadra, yet another attendant of Shiva, was born from the latter’s anger after Sati, Shiva’s previous wife, immolated herself at the conducted by Daksha, her father, who insulted her and her husband (tatastatkrodhajādvahnerāvirāsīnmahādyutiḥ | - - - mama sarvagaṇeṣviha | vīrabhadrākhyayā hi tvaṃ prathitiṃ paramāṃ vraja || (Skanda Purāṇa, Kāśīkhaṇḍa, 89.19-30)
18	50	तण्डुः पुनः पुनरकाण्डकराभिघात- वातं विशन्नधिधरित्रि मदस्वतन्त्रः । स्वस्या भ्रुवोऽनुसृतलास्यरहस्यकेले- रुद्धट्टयन्किमपि तालमिवावभासे ॥ ५० ॥	taṇḍuḥ punaḥ punarakāṇḍakarābhighāta- vātaṃ viśannadhidharitri madasvatantraḥ | svasyā bhruvo'nusṛtalāsyarahasyakele- ruddhaṭṭayankimapi tālamivāvabhāse || 50 ||	मदेन हेतुना स्वतन्त्रः । तथाधिधरित्रि धरित्र्यां पुन: पुनरकाण्डं कृत्वा घट्टनजातं ददत्तण्डुर्नाम स गणोऽनुसृता प्राप्ता स्पन्दरूपा लास्यकेलिर्यया तस्या भ्रुवः किमपि तालमुद्घट्यन्निवावभासे । भूमिघातव्याजेन तालोद्घट्टनमनुगुणप्रदर्शनार्थम् ॥	Beside himself with intoxicating pride, Tandu repeatedly struck the ground hard with the palm of his hand as if he were keeping time by clapping to the esoteric dance of his Eyebrows.	Tandu, from whose name comes the word ‘tāṇḍava’, standing for a robust style of dancing, is regarded as a teacher of dance and dramaturgy.
18	51	द्वारावलीहठविशत्सुरलोकपाल- मालानिषेधविधिसन्ततशीलनेन । अभ्यस्तमाविरभवत्स्वयमश्रमेण भ्रूलास्यकर्म सहसैव शिलादसूनोः ॥ ५१ ॥	dvārāvalīhaṭhaviśatsuralokapāla- mālāniṣedhavidhisantataśīlanena | abhyastamāvirabhavatsvayamaśrameṇa bhrūlāsyakarma sahasaiva śilādasūnoḥ || 51 ||	द्वारावलीभिर्हठेन विशन्त्यो याः सुराणां लोकपालानां च मालास्तासां निषेधविषये सन्ततं शीलनं परिचयनं तेनाभ्यस्तं भ्रूलास्यकर्म भ्रूस्पन्दनमक्लेशेन स्वयं शिलादसूनोर्नन्दिनः प्रकटमभवत् ॥	The dance of Nandi’s brows manifested effortlessly and automatically due to his repeated practice of  stopping (with lifted eyebrows) the gods and the lords of the directions rushing in, one after another, through a corridor of doors. 	N/A
18	52	क्ष्मापीठपृष्ठमपि घट्टयतोऽतिवेल- मुद्वेलमत्सररसप्लवमानदृष्टेः। अभ्यासतो मुरजवादनविभ्रमेषु नो नन्दिनः करतलं श्रममाससाद ॥ ५२ ॥	kṣmāpīṭhapṛṣṭhamapi ghaṭṭayato'tivela- mudvelamatsararasaplavamānadṛṣṭeḥ| abhyāsato murajavādanavibhrameṣu no nandinaḥ karatalaṃ śramamāsasāda || 52 ||	उद्वेलो वेलातिक्रामी यो मत्सरः स एव रसचर्वणाद्रस: । जलमपि रसः । तत्र प्लवमाना भ्रमन्ती दृष्टिर्यस्य । तथा भुवं घ्नतो नन्दिनः करतलं मुरजवादनविलासेष्वभ्यासान्न श्रान्तम् ॥	His eyes afloat in anger’s overflowing stream, Nandi did not strain his palm even though he kept striking the floor repeatedly with it, thanks to the constant practice he had in the skilful beating of drums.	It is Nandi who beats the drum when Shiva dances (cf. ‘sānandaṃ nandihastāhatamuraja --- cītkāravatyaḥ’, Mālatīmādhava, 1.1)
18	53	औत्सुक्यतो विवृतशैत्यविपक्षखड्ग -धाराजलाप्लुतिषु रूक्षवचोनुबन्धि । तत्तद्विकारविशरारुतया पुरस्ता- त्कस्यापि वक्त्रमतनोत्पवनप्रकोपम् ॥ ५३ ॥	autsukyato vivṛtaśaityavipakṣakhaḍga -dhārājalāplutiṣu rūkṣavaconubandhi | tattadvikāraviśarārutayā purastā- tkasyāpi vaktramatanotpavanaprakopam || 53 ||	विवृतं शैत्यं शितभावस्तीक्ष्णत्वं यैस्तेषां विपक्षखड्गानां धारास्तासां जलम् । स्निग्धः प्रभाविशेषो जलत्वेनाध्यवसितः । तत्राप्लुतयः स्नानानि तेष्वौत्सुक्यात् । तत्तद्विकारैर्मुखारुणत्वादिभिर्विशरारुत्वात् । रूक्षवचांस्यनुबध्नन्कस्यापि मुखं प्रथमं पवनस्य निःश्वासवायोः प्रकोपमकरोत् । अथ च विवृतं शीतलत्वं यैस्तेषु धाराजलेष्वाप्लुतयस्तास्वौत्सुक्यतोऽतिसेवनात्तैस्तैर्विकारैरङ्गच्छला(?)दिभिर्विशरारुत्वेन रूक्षाण्यस्निग्धानि वचांस्यनुबध्नाति पवनकोपोऽभवत् ॥	A certain Pramatha’s face, ready to dive/readily diving into the water, namely, the shimmering edge of the enemy’s sharp/frigid sword, suffered many a contortion, accompanied by harsh/rough speech, and exhibited heavy breathing/an aggravation of the wind humour at the very outset.	The effects of anger are likened to those caused by plunging into cold water. The word ‘śaitya’ must be understood as ‘śitasya bhāvaḥ’ (‘sharpness’) and ‘śītasya bhāvaḥ’ (‘frigidity’) in the contexts of anger and plunging into water respectively (JR).
18	54	स्रोतांसि धर्मसरितो हठचूर्ण्यमान – माणिक्यभूषणरजोभिरुरुप्रकोपः । भालस्थले सिकतिले कुरुते स्म वीर- लोकः पटुभ्रुकुटिशेवलमांसलानि ॥ ५४ ॥	srotāṃsi dharmasarito haṭhacūrṇyamāna – māṇikyabhūṣaṇarajobhiruruprakopaḥ | bhālasthale sikatile kurute sma vīra- lokaḥ paṭubhrukuṭiśevalamāṃsalāni || 54 ||	रोषवशाद्धठेन रभसेन चूर्ण्यमानानि यानि माणिक्यभूषणानि रत्नालङ्कारास्तद्रजोभिर्हेतुभिर्वीरवर्गो ललाटे धर्मनद्याः प्रवाहान्ससिकतानकरोत् । पटुर्या भ्रुकुटी सैव वर्णसन्निवेशाभ्यां शेवलं तेन मांसलानि। रत्नरेणवः सिकतात्वेन, भ्रूभङ्गाश्च शेवलत्वेन घर्मनद्याः सम्भाविताः ॥	The enraged heroes rendered streams of sweat running down their foreheads thickly mossy with their sharp frowns; streams, whose sandy beds were formed by the powdered dust of the ruby ornaments getting shattered in a fit of anger.	Eyebrows, like moss, are dark in colour.
18	55	सान्द्रस्वेदनदीष्णदोष्णि विकटभ्रूरङ्गपीठीभव- द्भाले पाटलतानिचोलकविशत्प्रोच्चण्डगण्डस्थले । इत्थं क्वाप्यतिदृप्यदुल्वणगणग्रामे ननामेव भू- स्तद्भूयः करपाणिघट्टनशताविर्भावगोष्ठीभरैः ॥ ५५ ॥	sāndrasvedanadīṣṇadoṣṇi vikaṭabhrūraṅgapīṭhībhava- dbhāle pāṭalatānicolakaviśatproccaṇḍagaṇḍasthale | itthaṃ kvāpyatidṛpyadulvaṇagaṇagrāme nanāmeva bhū- stadbhūyaḥ karapāṇighaṭṭanaśatāvirbhāvagoṣṭhībharaiḥ || 55 ||	सान्द्रे स्वेदे नदीष्णे कुशले, अथवावयवार्थानुसरणद्वारेण नद्यां स्नाते दोषौ भुजौ यस्य । तथा भ्रुवोः स्पन्दनमेव नाट्यप्रवृत्तत्वान्नटीत्वेन प्रतीतयो रङ्गपीठीभवद्रङ्गपीठं सम्पन्नं भालं यस्य । भ्रूभङ्गकारिणीत्यर्थः । तथा पाटलता लौहित्यं तदेव निचोलको जवनिका तां विशत्प्रोच्चण्डं गण्डस्थलं यस्य तस्मिन् । दृप्यन्सदर्प उल्बणो यो गणग्रामः प्रमथसमूहस्तस्मिन्नेव कुप्यति सति । तस्य गणसमूहस्य भूयांसि करपार्ष्णिघट्टनशतानि हस्तपादताडनानि तेषामाविर्भावस्तद्गोष्ठीभरैर्नतेवाभवत् ॥	In this way, as very many proud Pramatha folks got angry, their arms drenched in copious streams of sweat, foreheads transformed into dance stages for the ghastly eyebrows, and broad cheeks overlain with a red flush that resembled a mail curtain, the earth itself seemed to collapse under the constant weight of their pounding fists and stamping heels. 	N/A
18	56	रोहद्वारुणवारबाणघटनोत्सिक्तामिवातन्वतां तेषां मूर्तिमजस्रधर्मबिसरां सङ्ख्येऽथ नेदीयसि । वीप्साकुट्टिमघट्टनोद्यदरुणच्छायाछटाविष्कृत- प्रौढाग्नेयशरग्रहा इव हठादग्रे व्यवल्गन्कराः ॥ ५६ ॥	rohadvāruṇavārabāṇaghaṭanotsiktāmivātanvatāṃ teṣāṃ mūrtimajasradharmabisarāṃ saṅkhye'tha nedīyasi | vīpsākuṭṭimaghaṭṭanodyadaruṇacchāyāchaṭāviṣkṛta- prauḍhāgneyaśaragrahā iva haṭhādagre vyavalgankarāḥ || 56 ||	रोषवशादजस्रं धर्मबिसरो यस्याः । अतः सम्भाव्यते- आत्यन्तिके सङ्ग्रामे सति रोहन्ती वारुणी वरुणदेवता वारबाणघटना कवचसम्पर्को यस्यास्तामिव मूर्तिमातन्वतां तेषां करा वीप्सया पौनःपुन्येन कुट्टिमानां भूभागानां घटना ताडनं तयोद्यन्त्यरुणा छायाछटा तया हेतुभूतयाविष्कृतः प्रौढस्याग्नेयस्य शरस्य ग्रहो यैस्त इव व्यवल्गन् । अत्र धर्मजलं वारुणकवचत्वेन, भूताडनजातमरुणत्वं चाग्नेयशरत्वेन सम्भावितम् ॥	Their bodies continually dripping with sweat as if they were wearing a tight armour presided over by Varuna, the lord of waters, for the forthcoming battle, they vigorously shook their hands, which seemed to wield fire-missiles by dint of their dense red glow that resulted from striking against the floor repeatedly.	Like Shiva, the Pramathas too wielded (or so it seemed) fiery missiles; they also appeared to be wearing watery armours for protection from fire.
18	57	अन्योन्यं घट्टनायाजनि करतलयोर्दन्तदंशव्यथायाः पात्रं चक्रेऽधरौष्ठं व्यतनुत वसुधा घट्टनक्लेशमङ्घ्रेः । इत्थं तेषां निजाङ्गान्यपि चिरमतुदन्पार्षदाग्रेसराणां कोपाटोपोऽथ मा भूत्कथमरिपृतनानायिकानां रुजायै ॥ ५७ ॥	anyonyaṃ ghaṭṭanāyājani karatalayordantadaṃśavyathāyāḥ pātraṃ cakre'dharauṣṭhaṃ vyatanuta vasudhā ghaṭṭanakleśamaṅghreḥ | itthaṃ teṣāṃ nijāṅgānyapi ciramatudanpārṣadāgresarāṇāṃ kopāṭopo'tha mā bhūtkathamaripṛtanānāyikānāṃ rujāyai || 57 ||	कोपस्याटोपः प्रपञ्चो हस्ततलयोर्मिथस्ताडनाय जातः । अधरमोष्ठं दन्तदंशेन व्यथायाः पात्रं चक्रे । तथाङ्घ्रेः पादस्य भूताडनेन क्लेशमकरोत् । एवं तेषां गणाग्रण्यानां कोपप्रपञ्चः स्वाङ्गान्यप्यव्यथत्। अथाक्षेपे । शत्रुसेनापत्नीनां रुजायै कथं मा भूत् । दण्डापूपिकया सिद्धेः॥	The intense anger of the Pramatha chieftains caused much pain even to their own limbs: their palms collided against each other; teeth bit the lower lip hard; and foot ached by thumping on the ground. How then could it not hurt the enemy’s armies, which were akin to dainty women? 	N/A
18	58	तत्तद्युद्भवसुन्धराचुलकितारातिप्रतापानल- प्राग्भारं वमतामिवाट्टहसितज्वालावलीलीलया। तेषां रोषकषायितेक्षणपुटव्याजेन वीरश्रियो दीपानाददिरे विचेतुमसुरान्संयन्निशायामिव ॥ ५८ ॥	tattadyudbhavasundharāculakitārātipratāpānala- prāgbhāraṃ vamatāmivāṭṭahasitajvālāvalīlīlayā| teṣāṃ roṣakaṣāyitekṣaṇapuṭavyājena vīraśriyo dīpānādadire vicetumasurānsaṃyanniśāyāmiva || 58 ||	तासु तासु युद्धवसुन्धरासु रणभूमिषु चुलकितः पीतो योऽरातिप्रतापानलप्राग्भारो वैरिप्रतापाग्निप्रपञ्चस्तमिवाट्टहसितज्वालामालाछलेनोद्गिरतां तेषां रोषारुणनेत्रव्याजेन वीरश्रियः कर्त्र्यः संयदेव निशा तस्यामसुरानन्वेष्टुं दीपानिवागृह्णन् ॥	They seemed to emit from their mouths the blazing fire of the enemy’s prowess, which they had gulped down on each and every battleground in the past, by disguising it as their flaming, boisterous laughter. And the patron goddesses of courage, who were keen to locate the Asuras in the night-like darkness of war, seemed to be carrying lamps, masquerading as their (i.e., the Pramatha folk’s) angry red eyes. 	N/A
18	59	नृत्यद्भ्रूवल्लिकेतुव्यतिकरतरलैराननैर्दुर्निरीक्ष्या दीक्षां कम्पे दिशन्तः प्रतिपदमवनेः पार्ष्णिभिर्घट्टनेन । नेत्रैः कोपोपरक्तैः क्षयसमयमिवानेकचण्डांशुबिम्ब- प्रादुर्भावं सृजन्तो द्विषदशुभमिवाशेषतस्ते शशंसुः ॥ ५९ ॥	nṛtyadbhrūvalliketuvyatikarataralairānanairdurnirīkṣyā dīkṣāṃ kampe diśantaḥ pratipadamavaneḥ pārṣṇibhirghaṭṭanena | netraiḥ kopoparaktaiḥ kṣayasamayamivānekacaṇḍāṃśubimba- prādurbhāvaṃ sṛjanto dviṣadaśubhamivāśeṣataste śaśaṃsuḥ || 59 ||	नृत्यन्तः स्पन्दमाना या भ्रूवल्लयस्ता एव विनाशपिशुनत्वात्केतवस्तेषां व्यतिकरेण तरलैश्चपलैर्मुखैर्दुर्दर्शाः। तथा पाणिभिः पादतलैस्ताडनेन भुवः कम्पे दीक्षां नियमपूर्वं ग्रहणं दिशन्तः । तथा कोपारुणैर्नेत्रैर्युगपदनेकेषां सूर्यबिम्बानामाविर्भावं कुर्वन्तस्ते गणाः सर्वतो द्विषताममङ्गलमिवासूचयन्। केतुदर्शनं भूकम्पो युगपद्बहुसूर्यदर्शनं चेत्यनिमित्तसूचनानि ॥	Terrifying to look at because of their trembling faces, whose sprightly eyebrows appeared like evil comets dancing wildly; causing repeated earthquakes with the violent stamping of their heels; and invoking the apocalypse, as it were, with their angry red eyes that resembled a row of eclipsed suns, they seemed to proclaim the enemy’s universal doom.	The simultaneous occurrence of comets, earthquakes, and multiple solar eclipses portends evil.
18	60	इति प्रथितदुःसहासमरुषां गणानां रण- द्विलासवलयावलीमुखरितालिकैः पाणिभिः । घनश्वसनविस्फुरद्दशतयांशुकौघा अपि क्रुधा ददृशिरे चिरं तरलतर्जनीका इव ॥ ६० ॥	iti prathitaduḥsahāsamaruṣāṃ gaṇānāṃ raṇa- dvilāsavalayāvalīmukharitālikaiḥ pāṇibhiḥ | ghanaśvasanavisphuraddaśatayāṃśukaughā api krudhā dadṛśire ciraṃ taralatarjanīkā iva || 60 ||	एवं प्रसिद्धासदृशक्रुधां गणानां रणन्ती विलासवलयमाला तया मुखरितं सशब्दं कृतं ताडनवशादलिकं यैस्तैः पाणिभिः करैर्हेतुभिः । घनश्वसनैर्विस्फुरन्त्यः कम्पमाना दशा वनप्रान्ता यस्य तद्भावेन वस्त्रसमूहा अपि चपलतर्जनीका इव दृष्टाः ॥	And so, as the Pramathas expressed intense, insufferable wrath with their hands, whose clanking armlets rendered their foreheads noisy, even their garments seemed to threaten (the enemies) by angrily waggling their index fingers disguised as the hemmed borders that fluttered in a strong gust of wind.	One threatens others by pointing one’s index finger at them and shaking it up and down.
18	61	इत्वं साम्राज्यमापद्विगलदविरलस्वेदवारिप्रवाह- प्रौढारब्धाभिषेको मुखभुवि भगवत्किङ्कराणां प्रकोपः । द्वाःस्थेनेवारुणिम्ना तरलितविततभ्रूलतावेत्रदण्डं गण्डाभोगात्प्रसादश्चतुरतरमथो दूरमुत्सारितोऽभूत् ॥ ६१ ॥	itvaṃ sāmrājyamāpadvigaladaviralasvedavāripravāha- prauḍhārabdhābhiṣeko mukhabhuvi bhagavatkiṅkarāṇāṃ prakopaḥ | dvāḥsthenevāruṇimnā taralitavitatabhrūlatāvetradaṇḍaṃ gaṇḍābhogātprasādaścaturataramatho dūramutsārito'bhūt || 61 ||	 विगलन्निर्गच्छन्नविरलोऽनवरतो यः स्वेदवारिप्रवाहस्तेन प्रौढो लोकोत्तर आरब्धोऽभिषेको यस्य स भगवत्किङ्ककराणां कोप एवं साम्राज्यमापत् । अथ वितता भ्रूलता एव वेत्रदण्डास्तरलिता यत्र। एवं कृत्वा द्वाःस्थेन प्रतीहारेणेवारुणिम्ना लौहित्येन द्रुतं प्रसादो निष्कालितोऽभूत् । विशेषणबलाच्चात्र राजत्वप्रतीतौ प्रसादस्याननुगुणस्थानीयस्य दूरमुत्सारणमिति भद्रम् ॥	His glorious ablution conducted with streams of sweat pouring down incessantly, Anger was thus crowned emperor of the royal realm constituted by the faces of the Lord’s attendants, whereafter, redness, like a doorkeeper, brandished their long eyebrow, standing for a cane, and expelled the bright Glow of serenity far away from the precincts of their broad cheeks.	In this detailed metaphor, anger, face, sweat, redness, eyebrow, serenity, and cheeks stand respectively for a newly crowned emperor, his kingdom, ritual water for the emperor’s coronation, emperor’s doorkeeper, cane wielded by the doorkeeper, emperor’s adversary, and the kingdom’s borders.
18	9999	इति श्रीजोनराजकृतया टीकया समेतः श्रीराजानकविश्ववर्तसूनोर्महाकविराज- राजानकश्रीमङ्खकस्य कृतौ श्रीकण्ठचरिते महाकाव्ये गणक्षोभवर्णनं नामाष्टादशः सर्गः ॥ 9999 ॥	iti śrījonarājakṛtayā ṭīkayā sametaḥ śrīrājānakaviśvavartasūnormahākavirāja- rājānakaśrīmaṅkhakasya kṛtau śrīkaṇṭhacarite mahākāvye gaṇakṣobhavarṇanaṃ nāmāṣṭādaśaḥ sargaḥ || 9999 ||		N/A	N/A
19	8888	 एकोनविंशः सर्गः ॥ 8888 ॥	 ekonaviṃśaḥ sargaḥ || 8888 ||		N/A	N/A
19	1	आक्रष्टुमरिकोषेभ्यः श्रियं ते श्रितकौतुकाः । इत्थमुल्लासयामासुर्वक्रभ्रूवल्लिकुञ्चिकाः ॥ १ ॥	ākraṣṭumarikoṣebhyaḥ śriyaṃ te śritakautukāḥ | itthamullāsayāmāsurvakrabhrūvallikuñcikāḥ || 1 ||	अरय एव कोषा अरीणां वा कोषास्तेभ्यः श्रियमाक्रष्टुं कुतूहलिनस्त एव बका या भ्रूवल्लयस्ता एव कुञ्चिका उल्लासयामासुरभ्रमयन् । कुञ्चिकोल्लासेन कोषेभ्यो लक्ष्मीः कृष्यते ॥	And so, the Pramathas, who were keen to draw out the fortune of the enemies from their coffers, rotated their curved, creeper-like eyebrows standing for keys.	Arikoṣebhyaḥ’ is both ‘from the coffers of the enemies’ and ‘from the coffers in the form of the enemies’. One rotates the key to a coffer for opening it (JR).
19	2	चूर्णिताभरणस्वर्णमणिरेणुभरोर्मिभिः । तैः पुरस्ताद्विचकरे पटवासो जयश्रियः ॥ २ ॥	cūrṇitābharaṇasvarṇamaṇireṇubharormibhiḥ | taiḥ purastādvicakare paṭavāso jayaśriyaḥ || 2 ||	चूर्णिताचूर्णीकृता आभरणानां ये स्वर्णमणयस्तद्रजोभरैर्हेतुभिः पुरस्तात्प्राप्तेः पूर्वमेव जयलक्ष्म्याः पटवासः कर्पूरादिक्षोदो विचकरे कीर्णः। पिष्टरत्नरजोभिरेव वशीकृतेत्यर्थः किरतेः 'ऋच्छत्यॄताम्' इति गुणे कृते विचकरे इति रूपम् ॥	With a shower of gold dust raised by their pulverized ornaments, they (seemingly) scattered perfumed powder to welcome Goddess Victory in advance. 	N/A
19	3	घट्टयत्सु रुषा तेषु साटोपं करपङ्कजैः । हरसंसदि भीत्येव भित्तयोऽपि चकम्पिरे ॥ ३ ॥	ghaṭṭayatsu ruṣā teṣu sāṭopaṃ karapaṅkajaiḥ | harasaṃsadi bhītyeva bhittayo'pi cakampire || 3 ||	घट्टयत्सु रोषवशात्साडम्बर हस्तपद्मैः । अर्थात्सदस्ताडयत्सु तेषु भयेनेव हरसभायां भित्तयोऽपि कम्पिताः॥	As they thumped their hands in violent anger, even the walls in Shiva’s assembly hall shook, in fear, as it were. 	N/A
19	4	ज्वलता वह्निना शम्भोरधिलोचनवेदिकम् । पराभिषेणने तेषां चक्रे नीराजनाविधिः ॥ ४ ॥	jvalatā vahninā śambhoradhilocanavedikam | parābhiṣeṇane teṣāṃ cakre nīrājanāvidhiḥ || 4 ||	शम्भोर्लोचनमेव वेदिस्तत्र ज्वलताग्निना कर्त्रा तेषां परेष्वभिषेणने सेनया गमने सति नीराजनाविधिः शान्तिकं कृतम् । प्रतीयमानोत्प्रेक्षेयम् ॥	As they marched against the enemy, the fire blazing on Shiva’s forehead, akin to a pedestal, conducted their lamp-waving ritual.	A case of suggested hyperbole (‘pratīyamāna utprekṣā’, JR): conducted their lamp-waving ritual = conducted, as it were, their lamp-waving ritual. The hyperbole is not made literal by using a word, such as ‘iva’ (‘as it were’).
19	5	दन्तक्षतानि तन्वाना नृत्यद्भ्रु दशनच्छदे । क्रोधक्रियैव सा तेषां वल्लभा समजायत ॥ ५ ॥	dantakṣatāni tanvānā nṛtyadbhru daśanacchade | krodhakriyaiva sā teṣāṃ vallabhā samajāyata || 5 ||	नृत्यन्त्यौ स्यन्दमाने भवौ यत्र । एवं कृत्वौष्ठे दन्तैः क्षतानि कुर्वती सा क्रोधरूपा क्रियैव तेषामिष्टा जाता। पुनः पुनः क्रोधमकुर्वन्नित्यर्थः । वल्लभा प्रिया नायिका चौष्ठे 	Exhibiting the dance of eyebrows and causing bite marks on lips, Angry Conduct became their sole beloved.	Angry conduct (‘krodhakriyā’) is likened to a beloved who makes bite marks on her lover’s lips (JR). People move eyebrows and bite their lips in anger. The poet attributes these actions to angry conduct itself by personifying it as a lady.
