#,chapter_number,sloka_number,sloka,transliterated,vyakhya,translation,fn_text
,,,प्रथमः सर्गः ॥,,,First Canto,
11,1,11,स पातु वो मौलिशशिप्रभावस्रवत्किरीटेन्दुमणिर्द्रवार्द्रम् । स्वसाम्यसिध्यै तनुते नतानां यः सङ्गलद्गङ्गमिवोत्तमाङ्गम् ॥ ११ ॥,sa pātu vo mauliśaśiprabhāvasravatkirīṭendumaṇirdravārdram | svasāmyasidhyai tanute natānāṃ yaḥ saṅgaladgaṅgamivottamāṅgam || 11 ||,भगवतो मौलौ यः शशी तस्य यः प्रभावस्तेन स्रवन्तो ये किरीटचन्द्रकान्तास्तेषां द्रवः प्रवाहस्तेनार्द्रं नतानां शिरः । सङ्गलन्ती गङ्गा यस्य तदिव । यः स्वसाधर्म्याय कुरुते स वः पातु ॥,"By drenching the heads of his prostrating devotees with streams of water oozing from moonstones in their crown – moonstones that melt under the influence of the moon on his crest – he seems to create an illusion of the Ganga trickling down from them (i.e., the heads) so as to bring about a state of semblance (between himself and his devotees). May he protect you.","Moonstones melt when moon rays fall on them. The verse alludes to one of the four forms of liberation called ‘sārūpya’ in which the devotee attains the form of the god whom he/she worships. Mankha uses the ideas of sārūpya and sāyujya (attaining the qualities of the god whom one worships) in other places too (e.g., 1.28, 1.53, 3.70, 3.73, 9.47)"
12,1,12,स नीलकण्ठो जयतादमोघमेघो मरुत्तं प्रति हेमवर्षी । भूषाफणिग्रामफणामणीनां मरीचिभिः कन्दलितेन्द्रचापः ॥ १२ ॥,sa nīlakaṇṭho jayatādamoghamegho maruttaṃ prati hemavarṣī | bhūṣāphaṇigrāmaphaṇāmaṇīnāṃ marīcibhiḥ kandalitendracāpaḥ || 12 ||,भूषायै सर्पसमूहस्तस्य फणामणीनां रश्मिभिर्विहितेन्द्रचापः । नानावर्णत्वात् । मरुत्तनामानं राजानं प्रति सुवर्णवृष्टौ सफलमेघः । स नीलकण्ठो भगवाञ्जीयात् । मेघश्च समयूरः सेन्द्रचापश्च वर्षति मरुत्वन्तं देशं प्रति ॥,"Victorious is the blue-throated Shiva/peacock’s ally, a bountiful cloud raining down gold on king Marutta/a windy place and sprouting rainbows by way of the rays emanating from the crest jewels of so many ornamental serpents.","Sa nīlakaṇṭhaḥ’ is ‘that Blue-throated Shiva’ whereas ‘sanīlakaṇṭhaḥ’ (taken as a single word) means ‘peacock’s ally’. The story of king Marutta is narrated in the Mahabharata (14.4-14.10). According to it, Marutta was bestowed with plentiful gold by Shiva to help him perform Vedic sacrifices. JR also understands by the word ‘marutta’ a windy place (‘marutvantaṃ deśaṃ’). The Kalpadruma lexicon derives the word etymologically as ‘marudastyasya’ (‘That which is exposed to wind’). Mankha describes Shiva as having rained down gold for seven days in verse 5.33. "
13,1,13,शम्भोः स्तुवे लोचनवीतिहोत्रं यं पात्रमासाद्य जहच्छरीरम् । अत्यर्थदानप्रथमप्रयोगं पुपोष पुष्पायुधबोधिसत्त्वः ॥ १३ ॥,śambhoḥ stuve locanavītihotraṃ yaṃ pātramāsādya jahaccharīram | atyarthadānaprathamaprayogaṃ pupoṣa puṣpāyudhabodhisattvaḥ || 13 ||,यं नेत्राग्निं पात्रमाधारं दानयोग्यमर्थिनं च प्राप्य देहं त्यजन्पुष्पायुध एव बोधिसत्त्वः । अत्यर्थदानस्य दानमहादानाभ्यामधिकस्य । प्रथममनन्यसेवितं प्रयोगं चकार । तं हरनेत्राग्निं नौमि । बोधिसत्त्वश्च दानयोग्यमर्थिनं प्राप्य देहदानमकरोत् । ओहाकस्त्यागार्थत्वाद्विसर्गदानयोस्त्यजनैकलक्षणत्वाञ्जहदित्युभयत्र सङ्गतम् ॥,"All praise to the fire in Shiva’s eye. For the sake of that fire, akin to a needy supplicant, the Bodhisattva called Kama sacrificed his body, thereby displaying, as never before, a generosity that is beyond measure.","Here ‘jahat’ is used both in the sense of ‘abandon’ and ‘giving away something in charity’, the former agreeing with Kama who abandoned his body in the fire of Shiva’s third eye and the latter with Bodhisattva who gave away even his own body in charity to a needy supplicant (JR). The Buddha is called 'Bodhisattva' in his previous lives; he is described as having repeatedly sacrificed his body for the sake of others ('bodhisattvaḥ sa hi purā dattavānbahuśastanum', Bṛhatkathāmañjarī, 9.933)
"
14,1,14,स वोऽवताद्यच्छिरसि द्युसिन्धुडिण्डीरपिण्डावलिराचकास्ति । प्राप्तेव वैरिञ्चकपालमुच्चैर्निषेवितुं वाहनहंसपङ्क्तिः ॥ १४ ॥,sa vo'vatādyacchirasi dyusindhuḍiṇḍīrapiṇḍāvalirācakāsti | prāpteva vairiñcakapālamuccairniṣevituṃ vāhanahaṃsapaṅktiḥ || 14 ||,द्युसिन्धोर्गङ्गाया डिण्डीरपिण्डाः फेनगुलकास्तेषामावलिर्यच्छिरसि वर्तमानं वैरिच्चं ब्राह्मं कपालं सेवितुं प्राप्ता । यत उच्चैरुन्नतम् । अर्थाद्विरिञ्चसम्बन्धिनी वाहनहंसपङ्क्तिरिव विभाति स वो रक्षतात्। शुक्लत्वसाम्यात्सम्भावनम् । ब्राह्मकपालधारणोक्त्या भगवतः परमेश्वरत्वप्रतिपादनम् ॥,"On his crest, a row of Ganga’s foamy masses appears like a line of swans – vehicles of Brahma – come there to wait upon their master’s esteemed skull. May he (i.e., Shiva) protect you.",Ganga’s foamy mass is fancied as a swan because of the shared quality of whiteness (JR). Shiva wears Brahma’s skull on his head
15,1,15,अब्धिप्रवेशे वडवाग्नितापव्यापत्सहिष्णुत्वमिवेहमाना । यस्योर्ध्वनेत्राग्निशिखानुषङ्गं गङ्गा शिरस्याश्रयते स वोऽव्यात् ॥ ११ ॥,abdhipraveśe vaḍavāgnitāpavyāpatsahiṣṇutvamivehamānā | yasyordhvanetrāgniśikhānuṣaṅgaṃ gaṅgā śirasyāśrayate sa vo'vyāt || 11 ||,नदीनां सागरो गतिरिति भाविनि समुद्रप्रवेशे वडवाग्निना या तापव्यापत्तस्याः सहिष्णुत्वमभिलषन्तीव गङ्गा यस्य तृतीयनेत्रेऽग्निस्तज्ज्वालानुषङ्गं सेवते । सात्म्यं हि तथा न दोषकारि। स वो रक्षतात् । एतेन भगवन्नेत्राग्निज्वालानां वडवाग्निसाम्यप्रतिपादनम् ॥,"Desirous to acquire, as it were, the ability to endure the heat of the submarine fire when she enters the ocean, Ganga acquaints herself with the flames of his ocular fire. May he (i.e., Shiva) offer you protection.",The poet indirectly conveys that the fire of Shiva’s third eye is similar to the submarine fire; prior habituation (sātmya) with the former can protect Ganga when she reaches the ocean and comes in contact with the latter (JR)
16,1,16,गङ्गातरङ्गानिलपूरणोत्थकपालनादच्छलतश्च यस्य । विधुर्यथार्थद्विजराजतार्थं त्रयीमिवाभ्यस्यति सोऽवताद्वः ॥ १६ ॥,gaṅgātaraṅgānilapūraṇotthakapālanādacchalataśca yasya | vidhuryathārthadvijarājatārthaṃ trayīmivābhyasyati so'vatādvaḥ || 16 ||,यो योऽर्थः । यथार्थं सर्वेऽर्था इत्यर्थः । यथाशब्दो हि वीप्सायाम् । यथावृद्धमितिवत् । 'यथासादृश्ये' इति समासः । यथार्थं सर्वेष्वर्थेषु द्विजराजता तदर्थम् । द्विजराजशब्दस्य द्वावर्थौ प्रसिद्धौ - नक्षत्रराजो ब्राह्मणराजश्च । तत्र नक्षत्रराजोऽस्मि । ब्राह्मणराजोऽपि यथा स्यां तदर्थम् । गङ्गावीचीवातपूरणोत्थितकपालशब्दच्छलाच्चन्द्रो वेदानिव पठति । स वो रक्षतात् ॥,"May Shiva offer you protection. Under the pretext of the sounds emanating from his skulls – pervaded by the breeze of Ganga’s waves – the Moon (that lies in the vicinity of the skulls) recites the Vedas, as it were, so his lordship over Brahmins is rendered factually correct.","According to JR, Mankha has employed the word ‘dvija’ in the dual sense of ‘Brahmin’ and ‘star’ (see also under 12.71, 14.61, 14.62). However, the use of ‘dvija’ in the sense of ‘star’ is rather uncommon. ‘Dvijarāja’ in the sense of ‘moon’ can be derived even without resorting to such a usage (Cf. 'somo'smākaṃ brāhmaṇānāṃ rājā', Śatapathabrāhmaṇa, 5.3.3.12"
17,1,17,स वोऽवताद्भ्रूकुटिकालरात्रौ कोपान्धकारं विषमं वमन्त्याम् । आरुह्य यन्नेत्रहुताशशय्यां कालो निदद्रावपुनःप्रबोधः ॥ १७ ॥,sa vo'vatādbhrūkuṭikālarātrau kopāndhakāraṃ viṣamaṃ vamantyām | āruhya yannetrahutāśaśayyāṃ kālo nidadrāvapunaḥprabodhaḥ || 17 ||,यस्य भ्रुकुटि: सैवोग्रत्वात्कालरात्रिस्तस्यां कोप एव कार्याकार्यविवेकलोपनादन्धकारस्तं दुर्वारं सृजन्त्यां सत्यां यन्नेत्राग्निरेव शय्या तामधिरुह्य कालोऽविद्यमानपुनःप्रबोधो निदद्रौ । दाहान्मृत्युमवापेत्यर्थः । स वोऽवतात् । रात्रौ चान्धकारे सति लोकः शय्यासु शेते ॥,"In the apocalyptic night of the knitted eyebrow, emitting the impenetrable darkness of anger, Death slept a wakeless sleep on the fiery bed of his third eye. May he (i.e., Shiva) offer you succour.",One sleeps on a bed at night when it is dark (JR). The set of 17 verses praising Shiva and his form ends with this verse. Shiva burnt down the God of Death in his anger (see footnote under verse 5.49)
18,1,18,वाहस्थपञ्चास्यभयादिवाराददत्तझम्पो मृगशावकेन । देव्याः स वोऽव्याद्वदनेन्दुबिम्बो यश्चन्द्रिकां दन्तरुचा चिनोति ॥ १८ ॥,vāhasthapañcāsyabhayādivārādadattajhampo mṛgaśāvakena | devyāḥ sa vo'vyādvadanendubimbo yaścandrikāṃ dantarucā cinoti || 18 ||,देव्या वाहस्थः पञ्चास्यः सिंहः तस्माद्भीत्येव मृगपोतकेनादत्ता झम्पा प्लवो यस्मिन् । अकलङ्क इत्यर्थः । देवीमुखस्य चन्द्रारोपाच्चन्द्रे च शशस्य नित्यवासित्वप्रसिद्धेः शशस्य देवीमुखाश्रयणप्राप्तौ निषेधः । यो दन्तकान्त्या ज्योत्स्नां चिनोति । स देवीवदनेन्दुबिम्बो वो रक्षतात् ॥,"Let the moon of Devi’s face – that gathers its moonlight by way of the radiance emanating from her teeth - protect you. The fawn never hops on to this moon, afraid from afar, or so it seems, of the lion that is her mount.","The poet, in an indirect way, describes the goddess’s face as free of any blemish whatsoever. Since her face is similar to the moon and since the moon is marked by a dark spot, which is equated with a deer in Sanskrit literature, the poet provides a poetic justification for the absence of such a deer in her moon-face (JR)."
19,1,19,स दण्डपादो भवदण्डपातमुत्खण्डयन्रक्षतु चण्डिकायाः । यस्येन्दुलेखा पुरतः स्फुरन्ती त्रुट्यत्तुलाकोटितुलामुपैति ॥ १९ ॥,sa daṇḍapādo bhavadaṇḍapātamutkhaṇḍayanrakṣatu caṇḍikāyāḥ | yasyendulekhā purataḥ sphurantī truṭyattulākoṭitulāmupaiti || 19 ||,नाट्यारम्भ ऊर्ध्वोत्क्षिप्तः पादो दण्डपादः। यस्य दण्डपादस्याग्रे चन्द्रकला छिद्यमाननूपुरसाम्यं प्राप्नोति । कलाग्रहणाद्देव्या हरस्य वा किरीटचन्द्रकला । एतेन हि नाट्यकौशलं प्रतिपादितं भवति । अथवा नाट्यकाले लेखामात्रमेवोदितश्चन्द्रः । सन्ध्याकाले हि देवी नृत्यति । अत एव पुरतो ग्रहणम्। स चण्डिकाया दण्डपादः संसारदण्डपतनं खण्डयन्वो रक्षतात् । दण्डो दण्डं सजातीयं खण्डयतीति वैचित्र्यप्रतिपादनार्थं भवस्य दण्डेन रूपणम् । तुलाकोटित्रोटनोक्त्या नृत्तसंरम्भसूचनम् । त्रुट्यदिति विशेषणेन पादस्य परिणाहित्वं चन्द्रकक्षास्थानादप्युपरिगामित्वं वेगवत्त्वं च प्रतिपादितम् ॥,"May Chandika’s foot - lifted up like a rod in the Dandapada movement - protect you by pulverizing the (hitting) rod of painful worldly existence. The crescent moon, gleaming before that foot, resembles an anklet breaking off from it.","Daṇḍapāda refers to a dance pose in which the foot is lifted up ('prasahyordhvakṛtaḥ pādo daṇḍapādo'bhidhīyate', Kośakalpataru, Nāṭyavarga, 115). Since this pose is assumed at the commencement of a dance, and since the goddess dances in the evening, the crescent moon described here may imply the moon risen partially in the evening. Alternatively, it may refer to the crest moon worn by the goddess or Shiva (dancing alongside her). The breaking off of the anklet suggests the dancing frenzy, the robustness of her dance moves, and the loftiness of her foot, which is lifted up beyond the moon’s orbit. Since one rod can break another, the rod-like foot of the goddess is justifiably described as pulverizing the rod of painful wordly existence (JR)."
20,1,20,आकाशदेशं विदधद्द्विचन्द्रं चण्ड्याः कपालं यशसे तदस्तु । जूटाहिरत्नद्युतयो यदन्तः कादम्बरीविभ्रममाश्रयन्ते ॥ २० ॥,ākāśadeśaṃ vidadhaddvicandraṃ caṇḍyāḥ kapālaṃ yaśase tadastu | jūṭāhiratnadyutayo yadantaḥ kādambarīvibhramamāśrayante || 20 ||,चण्ड्या जूटे फणिनस्तेषां मणयस्तत्किरणा यस्य कपालस्यान्तर्मध्ये कादम्बर्या मद्यविशेषस्य विलासमाश्रयन्ते । देव्या हि कपालं पानपात्रम् । तच्चण्ड्याः कपालं कर्तृ आकाशदेशं द्वौ चन्द्रौ यस्य तादृशं कुर्वद्यशसेऽस्तु । अत्र विषयस्य कपालस्य निगरणेन विषयिणश्चन्द्रस्याध्यवसानम् ॥,"Let Chandi’s skull bowl – creating the illusion of a two-mooned sky – bring (us) fame. Within it, the radiant light issuing forth from the gems that adorn the hoods of serpents residing in her matted locks takes on the appearance of red wine.",The poet here negates the fact that her skull bowl is what it is and superimposes moonness on it (JR). One must imagine the goddess as holding her skull bowl high up so it can be filled up by the radiant glow of the gems on the hoods of the snakes adorning her matted locks. The set of three verses on goddess Parvati ends with this verse.
21,1,21,यो वेगपारिप्लववाहहंसवलक्षवालव्यजनैकपात्रम् । स व्यापदं लुम्पतु वो विधातुर्निकेतनं पङ्कजचक्रवर्ती ॥ २१ ॥,yo vegapāriplavavāhahaṃsavalakṣavālavyajanaikapātram | sa vyāpadaṃ lumpatu vo vidhāturniketanaṃ paṅkajacakravartī || 21 ||,वेगेन तरला वाहहंसा एव शुभ्रचामराणि तेषामेकं पात्रमाधारो यः पद्मराजः स ब्रह्मणो निवासः। अत एव पद्मानामीश्वरः । विपदं छिनत्तु । लक्ष्मीगृहमिति पद्मस्य प्रसिद्धेर्विच्छेदोक्तेः । महतां च निवासश्चामरपात्रं भवति । विपदं च निवारयति । चक्रवर्ती च चामराणां पात्रं भवति । तेषां राजलक्ष्मीचिह्नत्वात् ॥,"May Brahma’s abode remove your suffering. This sovereign emperor among lotuses alone enjoys being fanned by the white whisks, namely, the brisk and lively swans that are the god’s vehicles.","The white flywhisk is counted among the royal insignia of a sovereign emperor (cakravartin). The Viṣṇudharmottara Purāṇa prescribes a bright white flywhisk for the king ('śaśāṅkāṃśusamaprabhāḥ', 2.12.1) a light yellow one for the royal astrologer, minister, and spiritual advisor ('āpītavarṇaṃ tu bhavetpraśastaṃ sāṃvatsarāmātyapurohitānām, 2.12.6), and a black one for others ('śeṣasya janasya kṛṣṇaḥ', 2.12.6)"
22,1,22,सर्वाङ्गसंवाहनकृत्यभृत्यः पद्मः स वः पद्मभुवः पुनातु । यः प्रापदुत्कृष्टपुरन्ध्रिवक्त्रसाम्यक्रियावेतनसंविभागम् ॥ २२ ॥,sarvāṅgasaṃvāhanakṛtyabhṛtyaḥ padmaḥ sa vaḥ padmabhuvaḥ punātu | yaḥ prāpadutkṛṣṭapurandhrivaktrasāmyakriyāvetanasaṃvibhāgam || 22 ||,यः पद्म उत्कृष्टस्त्रीमुखानां साम्यक्रिया एव वेतनं भृतिस्तस्याः संविभागं संविभजनं प्रापत् । यतः पद्मभुवो ब्रह्मणः पद्मोद्भवत्वात्पद्मासनत्वाच्च सर्वाङ्गाणां संवाहनकृत्ये भृत्यः स पद्मो वः पुनातु । भृत्यश्च लवनादिकर्मणि नियुक्तस्तत्सदृशीं भृतिमर्हति । अथवा स्त्रीमुखैः साम्यमेव वेतनम् । अस्यां व्याख्यायां पद्मस्योपमानत्वेनाधिकगुणत्वोक्तिः । परिणामोऽयम्। भृत्यसम्भाविनो वेतनस्य प्रौढोक्त्या प्रतिपादनात् । शेषोपपत्तिस्तु प्रपञ्चभिया नेह सन्दर्श्यते । अत एव सर्वत्रालङ्कारचर्चा मुक्ता ॥,"May the lotus of the lotus-born Brahma purify you. Rendering service unto him by softly massaging all his limbs, it receives (from him) its share of wages: a state of being employed as the (standard) simile of the eminently pretty faces of ladies.","There are two ways in which JR understands the relationship between Brahma's lotus and the faces of beautiful women: the lotus becomes either an object ('upameya') that is compared with the pretty faces of women or the standard of comparison ('upamāna') for the latter. Whatever be the case, it is a gain for the lotus. JR identifies the figure of speech in the verse as 'pariṇāma' since the payment of wages for the lotus is accomplished through an alternative means, i.e., by elevating it to the prestigious state of being an upameya/upamāna for pretty faces. JR remarks under this verse that he shall refrain everywhere from deliberating on the figures of speech (though he does occasionally add a small note on the figure of speech)"
