म०,सू०,मं०,अष्ट०,अ०,व०,Mantra
8,48,15,6,4,12,त्वं न॑ः सोम वि॒श्वतो॑ वयो॒धास्त्वं स्व॒र्विदा वि॑शा नृ॒चक्षा॑ः । त्वं न॑ इन्द ऊ॒तिभि॑ः स॒जोषा॑ः पा॒हि प॒श्चाता॑दु॒त वा॑ पु॒रस्ता॑त् ॥
8,49,1,6,4,,अ॒भि प्र व॑ः सु॒राध॑स॒मिन्द्र॑मर्च॒ यथा॑ वि॒दे । यो ज॑रि॒तृभ्यो॑ म॒घवा॑ पुरू॒वसु॑ः स॒हस्रे॑णेव॒ शिक्ष॑ति ॥
8,49,2,6,4,,श॒तानी॑केव॒ प्र जि॑गाति धृष्णु॒या हन्ति॑ वृ॒त्राणि॑ दा॒शुषे॑ । गि॒रेरि॑व॒ प्र रसा॑ अस्य पिन्विरे॒ दत्रा॑णि पुरु॒भोज॑सः ॥
8,49,3,6,4,,आ त्वा॑ सु॒तास॒ इन्द॑वो॒ मदा॒ य इ॑न्द्र गिर्वणः । आपो॒ न व॑ज्रि॒न्नन्वो॒क्यं१॒॑ सर॑ः पृ॒णन्ति॑ शूर॒ राध॑से ॥
8,49,4,6,4,,अ॒ने॒हसं॑ प्र॒तर॑णं वि॒वक्ष॑णं॒ मध्व॒ः स्वादि॑ष्ठमीं पिब । आ यथा॑ मन्दसा॒नः कि॒रासि॑ न॒ः प्र क्षु॒द्रेव॒ त्मना॑ धृ॒षत् ॥
8,49,5,6,4,,आ न॒ः स्तोम॒मुप॑ द्र॒वद्धि॑या॒नो अश्वो॒ न सोतृ॑भिः । यं ते॑ स्वधावन्स्व॒दय॑न्ति धे॒नव॒ इन्द्र॒ कण्वे॑षु रा॒तय॑ः ॥
8,49,6,6,4,,उ॒ग्रं न वी॒रं नम॒सोप॑ सेदिम॒ विभू॑ति॒मक्षि॑तावसुम् । उ॒द्रीव॑ वज्रिन्नव॒तो न सि॑ञ्च॒ते क्षर॑न्तीन्द्र धी॒तय॑ः ॥
8,49,7,6,4,,यद्ध॑ नू॒नं यद्वा॑ य॒ज्ञे यद्वा॑ पृथि॒व्यामधि॑ । अतो॑ नो य॒ज्ञमा॒शुभि॑र्महेमत उ॒ग्र उ॒ग्रेभि॒रा ग॑हि ॥
8,49,8,6,4,,अ॒जि॒रासो॒ हर॑यो॒ ये त॑ आ॒शवो॒ वाता॑ इव प्रस॒क्षिण॑ः । येभि॒रप॑त्यं॒ मनु॑षः प॒रीय॑से॒ येभि॒र्विश्वं॒ स्व॑र्दृ॒शे ॥
8,49,9,6,4,,ए॒ताव॑तस्त ईमह॒ इन्द्र॑ सु॒म्नस्य॒ गोम॑तः । यथा॒ प्रावो॑ मघव॒न्मेध्या॑तिथिं॒ यथा॒ नीपा॑तिथिं॒ धने॑ ॥
8,49,10,6,4,,यथा॒ कण्वे॑ मघवन्त्र॒सद॑स्यवि॒ यथा॑ प॒क्थे दश॑व्रजे । यथा॒ गोश॑र्ये॒ अस॑नोरृ॒जिश्व॒नीन्द्र॒ गोम॒द्धिर॑ण्यवत् ॥
8,50,1,6,4,,प्र सु श्रु॒तं सु॒राध॑स॒मर्चा॑ श॒क्रम॒भिष्ट॑ये । यः सु॑न्व॒ते स्तु॑व॒ते काम्यं॒ वसु॑ स॒हस्रे॑णेव॒ मंह॑ते ॥
8,50,2,6,4,,श॒तानी॑का हे॒तयो॑ अस्य दु॒ष्टरा॒ इन्द्र॑स्य स॒मिषो॑ म॒हीः । गि॒रिर्न भु॒ज्मा म॒घव॑त्सु पिन्वते॒ यदीं॑ सु॒ता अम॑न्दिषुः ॥
8,50,3,6,4,,यदीं॑ सु॒तास॒ इन्द॑वो॒ऽभि प्रि॒यमम॑न्दिषुः । आपो॒ न धा॑यि॒ सव॑नं म॒ आ व॑सो॒ दुघा॑ इ॒वोप॑ दा॒शुषे॑ ॥
8,50,4,6,4,,अ॒ने॒हसं॑ वो॒ हव॑मानमू॒तये॒ मध्व॑ः क्षरन्ति धी॒तय॑ः । आ त्वा॑ वसो॒ हव॑मानास॒ इन्द॑व॒ उप॑ स्तो॒त्रेषु॑ दधिरे ॥
8,50,5,6,4,,आ न॒ः सोमे॑ स्वध्व॒र इ॑या॒नो अत्यो॒ न तो॑शते । यं ते॑ स्वदाव॒न्स्वद॑न्ति गू॒र्तय॑ः पौ॒रे छ॑न्दयसे॒ हव॑म् ॥
8,50,6,6,4,,प्र वी॒रमु॒ग्रं विवि॑चिं धन॒स्पृतं॒ विभू॑तिं॒ राध॑सो म॒हः । उ॒द्रीव॑ वज्रिन्नव॒तो व॑सुत्व॒ना सदा॑ पीपेथ दा॒शुषे॑ ॥
8,50,7,6,4,,यद्ध॑ नू॒नं प॑रा॒वति॒ यद्वा॑ पृथि॒व्यां दि॒वि । यु॒जा॒न इ॑न्द्र॒ हरि॑भिर्महेमत ऋ॒ष्व ऋ॒ष्वेभि॒रा ग॑हि ॥
8,50,8,6,4,,र॒थि॒रासो॒ हर॑यो॒ ये ते॑ अ॒स्रिध॒ ओजो॒ वात॑स्य॒ पिप्र॑ति । येभि॒र्नि दस्युं॒ मनु॑षो नि॒घोष॑यो॒ येभि॒ः स्व॑ः प॒रीय॑से ॥
8,50,9,6,4,,ए॒ताव॑तस्ते वसो वि॒द्याम॑ शूर॒ नव्य॑सः । यथा॒ प्राव॒ एत॑शं॒ कृत्व्ये॒ धने॒ यथा॒ वशं॒ दश॑व्रजे ॥
8,50,10,6,4,,यथा॒ कण्वे॑ मघव॒न्मेधे॑ अध्व॒रे दी॒र्घनी॑थे॒ दमू॑नसि । यथा॒ गोश॑र्ये॒ असि॑षासो अद्रिवो॒ मयि॑ गो॒त्रं ह॑रि॒श्रिय॑म् ॥
8,51,1,6,4,,यथा॒ मनौ॒ सांव॑रणौ॒ सोम॑मि॒न्द्रापि॑बः सु॒तम् । नीपा॑तिथौ मघव॒न्मेध्या॑तिथौ॒ पुष्टि॑गौ॒ श्रुष्टि॑गौ॒ सचा॑ ॥
8,51,2,6,4,,पा॒र्ष॒द्वा॒णः प्रस्क॑ण्वं॒ सम॑सादय॒च्छया॑नं॒ जिव्रि॒मुद्धि॑तम् । स॒हस्रा॑ण्यसिषास॒द्गवा॒मृषि॒स्त्वोतो॒ दस्य॑वे॒ वृक॑ः ॥
8,51,3,6,4,,य उ॒क्थेभि॒र्न वि॒न्धते॑ चि॒किद्य ऋ॑षि॒चोद॑नः । इन्द्रं॒ तमच्छा॑ वद॒ नव्य॑स्या म॒त्यरि॑ष्यन्तं॒ न भोज॑से ॥
8,51,4,6,4,,यस्मा॑ अ॒र्कं स॒प्तशी॑र्षाणमानृ॒चुस्त्रि॒धातु॑मुत्त॒मे प॒दे । स त्वि१॒॑मा विश्वा॒ भुव॑नानि चिक्रद॒दादिज्ज॑निष्ट॒ पौंस्य॑म् ॥
8,51,5,6,4,,यो नो॑ दा॒ता वसू॑ना॒मिन्द्रं॒ तं हू॑महे व॒यम् । वि॒द्मा ह्य॑स्य सुम॒तिं नवी॑यसीं ग॒मेम॒ गोम॑ति व्र॒जे ॥
8,51,6,6,4,,यस्मै॒ त्वं व॑सो दा॒नाय॒ शिक्ष॑सि॒ स रा॒यस्पोष॑मश्नुते । तं त्वा॑ व॒यं म॑घवन्निन्द्र गिर्वणः सु॒ताव॑न्तो हवामहे ॥
8,51,7,6,4,,क॒दा च॒न स्त॒रीर॑सि॒ नेन्द्र॑ सश्चसि दा॒शुषे॑ । उपो॒पेन्नु म॑घव॒न्भूय॒ इन्नु ते॒ दानं॑ दे॒वस्य॑ पृच्यते ॥
8,51,8,6,4,,प्र यो न॑न॒क्षे अ॒भ्योज॑सा॒ क्रिविं॑ व॒धैः शुष्णं॑ निघो॒षय॑न् । य॒देदस्त॑म्भीत्प्र॒थय॑न्न॒मूं दिव॒मादिज्ज॑निष्ट॒ पार्थि॑वः ॥
8,51,9,6,4,,यस्या॒यं विश्व॒ आर्यो॒ दास॑ः शेवधि॒पा अ॒रिः । ति॒रश्चि॑द॒र्ये रुश॑मे॒ परी॑रवि॒ तुभ्येत्सो अ॑ज्यते र॒यिः ॥
8,51,10,6,4,,तु॒र॒ण्यवो॒ मधु॑मन्तं घृत॒श्चुतं॒ विप्रा॑सो अ॒र्कमा॑नृचुः । अ॒स्मे र॒यिः प॑प्रथे॒ वृष्ण्यं॒ शवो॒ऽस्मे सु॑वा॒नास॒ इन्द॑वः ॥
8,52,1,6,4,,यथा॒ मनौ॒ विव॑स्वति॒ सोमं॑ श॒क्रापि॑बः सु॒तम् । यथा॑ त्रि॒ते छन्द॑ इन्द्र॒ जुजो॑षस्या॒यौ मा॑दयसे॒ सचा॑ ॥
8,52,2,6,4,,पृष॑ध्रे॒ मेध्ये॑ मात॒रिश्व॒नीन्द्र॑ सुवा॒ने अम॑न्दथाः । यथा॒ सोमं॒ दश॑शिप्रे॒ दशो॑ण्ये॒ स्यूम॑रश्मा॒वृजू॑नसि ॥
8,52,3,6,4,,य उ॒क्था केव॑ला द॒धे यः सोमं॑ धृषि॒तापि॑बत् । यस्मै॒ विष्णु॒स्त्रीणि॑ प॒दा वि॑चक्र॒म उप॑ मि॒त्रस्य॒ धर्म॑भिः ॥
8,52,4,6,4,,यस्य॒ त्वमि॑न्द्र॒ स्तोमे॑षु चा॒कनो॒ वाजे॑ वाजिञ्छतक्रतो । तं त्वा॑ व॒यं सु॒दुघा॑मिव गो॒दुहो॑ जुहू॒मसि॑ श्रव॒स्यव॑ः ॥
8,52,5,6,4,,यो नो॑ दा॒ता स न॑ः पि॒ता म॒हाँ उ॒ग्र ई॑शान॒कृत् । अया॑मन्नु॒ग्रो म॒घवा॑ पुरू॒वसु॒र्गोरश्व॑स्य॒ प्र दा॑तु नः ॥
8,52,6,6,4,,यस्मै॒ त्वं व॑सो दा॒नाय॒ मंह॑से॒ स रा॒यस्पोष॑मिन्वति । व॒सू॒यवो॒ वसु॑पतिं श॒तक्र॑तुं॒ स्तोमै॒रिन्द्रं॑ हवामहे ॥
8,52,7,6,4,,क॒दा च॒न प्र यु॑च्छस्यु॒भे नि पा॑सि॒ जन्म॑नी । तुरी॑यादित्य॒ हव॑नं त इन्द्रि॒यमा त॑स्थाव॒मृतं॑ दि॒वि ॥
8,52,8,6,4,,यस्मै॒ त्वं म॑घवन्निन्द्र गिर्वण॒ः शिक्षो॒ शिक्ष॑सि दा॒शुषे॑ । अ॒स्माकं॒ गिर॑ उ॒त सु॑ष्टु॒तिं व॑सो कण्व॒वच्छृ॑णुधी॒ हव॑म् ॥
8,52,9,6,4,,अस्ता॑वि॒ मन्म॑ पू॒र्व्यं ब्रह्मेन्द्रा॑य वोचत । पू॒र्वीरृ॒तस्य॑ बृह॒तीर॑नूषत स्तो॒तुर्मे॒धा अ॑सृक्षत ॥
8,52,10,6,4,,समिन्द्रो॒ रायो॑ बृह॒तीर॑धूनुत॒ सं क्षो॒णी समु॒ सूर्य॑म् । सं शु॒क्रास॒ः शुच॑य॒ः सं गवा॑शिर॒ः सोमा॒ इन्द्र॑ममन्दिषुः ॥
8,53,1,6,4,,उ॒प॒मं त्वा॑ म॒घोनां॒ ज्येष्ठं॑ च वृष॒भाणा॑म् । पू॒र्भित्त॑मं मघवन्निन्द्र गो॒विद॒मीशा॑नं रा॒य ई॑महे ॥
8,53,2,6,4,,य आ॒युं कुत्स॑मतिथि॒ग्वमर्द॑यो वावृधा॒नो दि॒वेदि॑वे । तं त्वा॑ व॒यं हर्य॑श्वं श॒तक्र॑तुं वाज॒यन्तो॑ हवामहे ॥
8,53,3,6,4,,आ नो॒ विश्वे॑षां॒ रसं॒ मध्व॑ः सिञ्च॒न्त्वद्र॑यः । ये प॑रा॒वति॑ सुन्वि॒रे जने॒ष्वा ये अ॑र्वा॒वतीन्द॑वः ॥
8,53,4,6,4,,विश्वा॒ द्वेषां॑सि ज॒हि चाव॒ चा कृ॑धि॒ विश्वे॑ सन्व॒न्त्वा वसु॑ । शीष्टे॑षु चित्ते मदि॒रासो॑ अं॒शवो॒ यत्रा॒ सोम॑स्य तृ॒म्पसि॑ ॥
8,53,5,6,4,,इन्द्र॒ नेदी॑य॒ एदि॑हि मि॒तमे॑धाभिरू॒तिभि॑ः । आ शं॑तम॒ शंत॑माभिर॒भिष्टि॑भि॒रा स्वा॑पे स्वा॒पिभि॑ः ॥
8,53,6,6,4,,आ॒जि॒तुरं॒ सत्प॑तिं वि॒श्वच॑र्षणिं कृ॒धि प्र॒जास्वाभ॑गम् । प्र सू ति॑रा॒ शची॑भि॒र्ये त॑ उ॒क्थिन॒ः क्रतुं॑ पुन॒त आ॑नु॒षक् ॥
8,53,7,6,4,,यस्ते॒ साधि॒ष्ठोऽव॑से॒ ते स्या॑म॒ भरे॑षु ते । व॒यं होत्रा॑भिरु॒त दे॒वहू॑तिभिः सस॒वांसो॑ मनामहे ॥
8,53,8,6,4,,अ॒हं हि ते॑ हरिवो॒ ब्रह्म॑ वाज॒युरा॒जिं यामि॒ सदो॒तिभि॑ः । त्वामिदे॒व तममे॒ सम॑श्व॒युर्ग॒व्युरग्रे॑ मथी॒नाम् ॥
8,54,1,6,4,24,ए॒तत्त॑ इन्द्र वी॒र्यं॑ गी॒र्भिर्गृ॒णन्ति॑ का॒रव॑ः । ते स्तोभ॑न्त॒ ऊर्ज॑मावन्घृत॒श्चुतं॑ पौ॒रासो॑ नक्षन्धी॒तिभि॑ः ॥
8,54,2,6,4,,नक्ष॑न्त॒ इन्द्र॒मव॑से सुकृ॒त्यया॒ येषां॑ सु॒तेषु॒ मन्द॑से । यथा॑ संव॒र्ते अम॑दो॒ यथा॑ कृ॒श ए॒वास्मे इ॑न्द्र मत्स्व ॥
8,54,3,6,4,,आ नो॒ विश्वे॑ स॒जोष॑सो॒ देवा॑सो॒ गन्त॒नोप॑ नः । वस॑वो रु॒द्रा अव॑से न॒ आ ग॑मञ्छृ॒ण्वन्तु॑ म॒रुतो॒ हव॑म् ॥
8,54,4,6,4,,पू॒षा विष्णु॒र्हव॑नं मे॒ सर॑स्व॒त्यव॑न्तु स॒प्त सिन्ध॑वः । आपो॒ वात॒ः पर्व॑तासो॒ वन॒स्पति॑ः शृ॒णोतु॑ पृथि॒वी हव॑म् ॥
8,54,5,6,4,,यदि॑न्द्र॒ राधो॒ अस्ति॑ ते॒ माघो॑नं मघवत्तम । तेन॑ नो बोधि सध॒माद्यो॑ वृ॒धे भगो॑ दा॒नाय॑ वृत्रहन् ॥
8,54,6,6,4,,आजि॑पते नृपते॒ त्वमिद्धि नो॒ वाज॒ आ व॑क्षि सुक्रतो । वी॒ती होत्रा॑भिरु॒त दे॒ववी॑तिभिः सस॒वांसो॒ वि शृ॑ण्विरे ॥
8,54,7,6,4,,सन्ति॒ ह्य१॒॑र्य आ॒शिष॒ इन्द्र॒ आयु॒र्जना॑नाम् । अ॒स्मान्न॑क्षस्व मघव॒न्नुपाव॑से धु॒क्षस्व॑ पि॒प्युषी॒मिष॑म् ॥
8,54,8,6,4,,व॒यं त॑ इन्द्र॒ स्तोमे॑भिर्विधेम॒ त्वम॒स्माकं॑ शतक्रतो । महि॑ स्थू॒रं श॑श॒यं राधो॒ अह्र॑यं॒ प्रस्क॑ण्वाय॒ नि तो॑शय ॥
8,55,1,6,4,,भूरीदिन्द्र॑स्य वी॒र्यं१॒॑ व्यख्य॑म॒भ्याय॑ति । राध॑स्ते दस्यवे वृक ॥
8,55,2,6,4,,श॒तं श्वे॒तास॑ उ॒क्षणो॑ दि॒वि तारो॒ न रो॑चन्ते । म॒ह्ना दिवं॒ न त॑स्तभुः ॥
8,55,3,6,4,,श॒तं वे॒णूञ्छ॒तं शुन॑ः श॒तं चर्मा॑णि म्ला॒तानि॑ । श॒तं मे॑ बल्बजस्तु॒का अरु॑षीणां॒ चतु॑ःशतम् ॥
8,55,4,6,4,,सु॒दे॒वाः स्थ॑ काण्वायना॒ वयो॑वयो विच॒रन्त॑ः । अश्वा॑सो॒ न च॑ङ्क्रमत ॥
8,55,5,6,4,,आदित्सा॒प्तस्य॑ चर्किर॒न्नानू॑नस्य॒ महि॒ श्रव॑ः । श्यावी॑रतिध्व॒सन्प॒थश्चक्षु॑षा च॒न सं॒नशे॑ ॥
8,56,1,6,4,,प्रति॑ ते दस्यवे वृक॒ राधो॑ अद॒र्श्यह्र॑यम् । द्यौर्न प्र॑थि॒ना शव॑ः ॥
8,56,2,6,4,,दश॒ मह्यं॑ पौतक्र॒तः स॒हस्रा॒ दस्य॑वे॒ वृक॑ः । नित्या॑द्रा॒यो अ॑मंहत ॥
8,56,3,6,4,,श॒तं मे॑ गर्द॒भानां॑ श॒तमूर्णा॑वतीनाम् । श॒तं दा॒साँ अति॒ स्रज॑ः ॥
8,56,4,6,4,,तत्रो॒ अपि॒ प्राणी॑यत पू॒तक्र॑तायै॒ व्य॑क्ता । अश्वा॑ना॒मिन्न यू॒थ्या॑म् ॥
8,56,5,6,4,,अचे॑त्य॒ग्निश्चि॑कि॒तुर्ह॑व्य॒वाट् स सु॒मद्र॑थः । अ॒ग्निः शु॒क्रेण॑ शो॒चिषा॑ बृ॒हत्सूरो॑ अरोचत दि॒वि सूर्यो॑ अरोचत ॥
8,57,1,6,4,,यु॒वं दे॑वा॒ क्रतु॑ना पू॒र्व्येण॑ यु॒क्ता रथे॑न तवि॒षं य॑जत्रा । आग॑च्छतं नासत्या॒ शची॑भिरि॒दं तृ॒तीयं॒ सव॑नं पिबाथः ॥
8,57,2,6,4,,यु॒वां दे॒वास्त्रय॑ एकाद॒शास॑ः स॒त्याः स॒त्यस्य॑ ददृशे पु॒रस्ता॑त् । अ॒स्माकं॑ य॒ज्ञं सव॑नं जुषा॒णा पा॒तं सोम॑मश्विना॒ दीद्य॑ग्नी ॥
8,57,3,6,4,,प॒नाय्यं॒ तद॑श्विना कृ॒तं वां॑ वृष॒भो दि॒वो रज॑सः पृथि॒व्याः । स॒हस्रं॒ शंसा॑ उ॒त ये गवि॑ष्टौ॒ सर्वाँ॒ इत्ताँ उप॑ याता॒ पिब॑ध्यै ॥
8,57,4,6,4,,अ॒यं वां॑ भा॒गो निहि॑तो यजत्रे॒मा गिरो॑ नास॒त्योप॑ यातम् । पिब॑तं॒ सोमं॒ मधु॑मन्तम॒स्मे प्र दा॒श्वांस॑मवतं॒ शची॑भिः ॥
8,58,1,6,4,,यमृ॒त्विजो॑ बहु॒धा क॒ल्पय॑न्त॒ः सचे॑तसो य॒ज्ञमि॒मं वह॑न्ति । यो अ॑नूचा॒नो ब्रा॑ह्म॒णो यु॒क्त आ॑सी॒त्का स्वि॒त्तत्र॒ यज॑मानस्य सं॒वित् ॥
8,58,2,6,4,,एक॑ ए॒वाग्निर्ब॑हु॒धा समि॑द्ध॒ एक॒ः सूर्यो॒ विश्व॒मनु॒ प्रभू॑तः । एकै॒वोषाः सर्व॑मि॒दं वि भा॒त्येकं॒ वा इ॒दं वि ब॑भूव॒ सर्व॑म् ॥
8,58,3,6,4,,ज्योति॑ष्मन्तं केतु॒मन्तं॑ त्रिच॒क्रं सु॒खं रथं॑ सु॒षदं॒ भूरि॑वारम् । चि॒त्राम॑घा॒ यस्य॒ योगे॑ऽधिजज्ञे॒ तं वां॑ हु॒वे अति॑ रिक्तं॒ पिब॑ध्यै ॥
8,59,1,6,4,,इ॒मानि॑ वां भाग॒धेया॑नि सिस्रत॒ इन्द्रा॑वरुणा॒ प्र म॒हे सु॒तेषु॑ वाम् । य॒ज्ञेय॑ज्ञे ह॒ सव॑ना भुर॒ण्यथो॒ यत्सु॑न्व॒ते यज॑मानाय॒ शिक्ष॑थः ॥
8,59,2,6,4,,नि॒ष्षिध्व॑री॒रोष॑धी॒राप॑ आस्ता॒मिन्द्रा॑वरुणा महि॒मान॒माश॑त । या सिस्र॑तू॒ रज॑सः पा॒रे अध्व॑नो॒ ययो॒ः शत्रु॒र्नकि॒रादे॑व॒ ओह॑ते ॥
8,59,3,6,4,,स॒त्यं तदि॑न्द्रावरुणा कृ॒शस्य॑ वां॒ मध्व॑ ऊ॒र्मिं दु॑हते स॒प्त वाणी॑ः । ताभि॑र्दा॒श्वांस॑मवतं शुभस्पती॒ यो वा॒मद॑ब्धो अ॒भि पाति॒ चित्ति॑भिः ॥
8,59,4,6,4,,घृ॒त॒प्रुष॒ः सौम्या॑ जी॒रदा॑नवः स॒प्त स्वसा॑र॒ः सद॑न ऋ॒तस्य॑ । या ह॑ वामिन्द्रावरुणा घृत॒श्चुत॒स्ताभि॑र्धत्तं॒ यज॑मानाय शिक्षतम् ॥
8,59,5,6,4,,अवो॑चाम मह॒ते सौभ॑गाय स॒त्यं त्वे॒षाभ्यां॑ महि॒मान॑मिन्द्रि॒यम् । अ॒स्मान्स्वि॑न्द्रावरुणा घृत॒श्चुत॒स्त्रिभि॑ः सा॒प्तेभि॑रवतं शुभस्पती ॥
8,59,6,6,4,,इन्द्रा॑वरुणा॒ यदृ॒षिभ्यो॑ मनी॒षां वा॒चो म॒तिं श्रु॒तम॑दत्त॒मग्रे॑ । यानि॒ स्थाना॑न्यसृजन्त॒ धीरा॑ य॒ज्ञं त॑न्वा॒नास्तप॑सा॒भ्य॑पश्यम् ॥
8,59,7,6,4,,इन्द्रा॑वरुणा सौमन॒समदृ॑प्तं रा॒यस्पोषं॒ यज॑मानेषु धत्तम् । प्र॒जां पु॒ष्टिं भू॑तिम॒स्मासु॑ धत्तं दीर्घायु॒त्वाय॒ प्र ति॑रतं न॒ आयु॑ः ॥
8,60,1,6,4,,अग्न॒ आ या॑ह्य॒ग्निभि॒र्होता॑रं त्वा वृणीमहे । आ त्वाम॑नक्तु॒ प्रय॑ता ह॒विष्म॑ती॒ यजि॑ष्ठं ब॒र्हिरा॒सदे॑ ॥
8,60,2,6,4,,अच्छा॒ हि त्वा॑ सहसः सूनो अङ्गिर॒ः स्रुच॒श्चर॑न्त्यध्व॒रे । ऊ॒र्जो नपा॑तं घृ॒तके॑शमीमहे॒ऽग्निं य॒ज्ञेषु॑ पू॒र्व्यम् ॥
8,60,3,6,4,,अग्ने॑ क॒विर्वे॒धा अ॑सि॒ होता॑ पावक॒ यक्ष्य॑ः । म॒न्द्रो यजि॑ष्ठो अध्व॒रेष्वीड्यो॒ विप्रे॑भिः शुक्र॒ मन्म॑भिः ॥
8,60,4,6,4,,अद्रो॑घ॒मा व॑होश॒तो य॑विष्ठ्य दे॒वाँ अ॑जस्र वी॒तये॑ । अ॒भि प्रयां॑सि॒ सुधि॒ता व॑सो गहि॒ मन्द॑स्व धी॒तिभि॑र्हि॒तः ॥
8,60,5,6,4,,त्वमित्स॒प्रथा॑ अ॒स्यग्ने॑ त्रातरृ॒तस्क॒विः । त्वां विप्रा॑सः समिधान दीदिव॒ आ वि॑वासन्ति वे॒धस॑ः ॥
8,60,6,6,4,,शोचा॑ शोचिष्ठ दीदि॒हि वि॒शे मयो॒ रास्व॑ स्तो॒त्रे म॒हाँ अ॑सि । दे॒वानां॒ शर्म॒न्मम॑ सन्तु सू॒रय॑ः शत्रू॒षाह॑ः स्व॒ग्नय॑ः ॥
8,60,7,6,4,,यथा॑ चिद्वृ॒द्धम॑त॒समग्ने॑ सं॒जूर्व॑सि॒ क्षमि॑ । ए॒वा द॑ह मित्रमहो॒ यो अ॑स्म॒ध्रुग्दु॒र्मन्मा॒ कश्च॒ वेन॑ति ॥
8,60,8,6,4,,मा नो॒ मर्ता॑य रि॒पवे॑ रक्ष॒स्विने॒ माघशं॑साय रीरधः । अस्रे॑धद्भिस्त॒रणि॑भिर्यविष्ठ्य शि॒वेभि॑ः पाहि पा॒युभि॑ः ॥
8,60,9,6,4,,पा॒हि नो॑ अग्न॒ एक॑या पा॒ह्यु१॒॑त द्वि॒तीय॑या । पा॒हि गी॒र्भिस्ति॒सृभि॑रूर्जां पते पा॒हि च॑त॒सृभि॑र्वसो ॥
8,60,10,6,4,,पा॒हि विश्व॑स्माद्र॒क्षसो॒ अरा॑व्ण॒ः प्र स्म॒ वाजे॑षु नोऽव । त्वामिद्धि नेदि॑ष्ठं दे॒वता॑तय आ॒पिं नक्षा॑महे वृ॒धे ॥
8,60,11,6,4,,आ नो॑ अग्ने वयो॒वृधं॑ र॒यिं पा॑वक॒ शंस्य॑म् । रास्वा॑ च न उपमाते पुरु॒स्पृहं॒ सुनी॑ती॒ स्वय॑शस्तरम् ॥
8,60,12,6,4,,येन॒ वंसा॑म॒ पृत॑नासु॒ शर्ध॑त॒स्तर॑न्तो अ॒र्य आ॒दिश॑ः । स त्वं नो॑ वर्ध॒ प्रय॑सा शचीवसो॒ जिन्वा॒ धियो॑ वसु॒विद॑ः ॥
8,60,13,6,4,,शिशा॑नो वृष॒भो य॑था॒ग्निः शृङ्गे॒ दवि॑ध्वत् । ति॒ग्मा अ॑स्य॒ हन॑वो॒ न प्र॑ति॒धृषे॑ सु॒जम्भ॒ः सह॑सो य॒हुः ॥
8,60,14,6,4,,न॒हि ते॑ अग्ने वृषभ प्रति॒धृषे॒ जम्भा॑सो॒ यद्वि॒तिष्ठ॑से । स त्वं नो॑ होत॒ः सुहु॑तं ह॒विष्कृ॑धि॒ वंस्वा॑ नो॒ वार्या॑ पु॒रु ॥
8,60,15,6,4,,शेषे॒ वने॑षु मा॒त्रोः सं त्वा॒ मर्ता॑स इन्धते । अत॑न्द्रो ह॒व्या व॑हसि हवि॒ष्कृत॒ आदिद्दे॒वेषु॑ राजसि ॥
8,60,16,6,4,,स॒प्त होता॑र॒स्तमिदी॑ळते॒ त्वाग्ने॑ सु॒त्यज॒मह्र॑यम् । भि॒नत्स्यद्रिं॒ तप॑सा॒ वि शो॒चिषा॒ प्राग्ने॑ तिष्ठ॒ जनाँ॒ अति॑ ॥
8,60,17,6,4,,अ॒ग्निम॑ग्निं वो॒ अध्रि॑गुं हु॒वेम॑ वृ॒क्तब॑र्हिषः । अ॒ग्निं हि॒तप्र॑यसः शश्व॒तीष्वा होता॑रं चर्षणी॒नाम् ॥
8,60,18,6,4,,केते॑न॒ शर्म॑न्सचते सुषा॒मण्यग्ने॒ तुभ्यं॑ चिकि॒त्वना॑ । इ॒ष॒ण्यया॑ नः पुरु॒रूप॒मा भ॑र॒ वाजं॒ नेदि॑ष्ठमू॒तये॑ ॥
8,60,19,6,4,,अग्ने॒ जरि॑तर्वि॒श्पति॑स्तेपा॒नो दे॑व र॒क्षस॑ः । अप्रो॑षिवान्गृ॒हप॑तिर्म॒हाँ अ॑सि दि॒वस्पा॒युर्दु॑रोण॒युः ॥
8,60,20,6,4,,मा नो॒ रक्ष॒ आ वे॑शीदाघृणीवसो॒ मा या॒तुर्या॑तु॒माव॑ताम् । प॒रो॒ग॒व्यू॒त्यनि॑रा॒मप॒ क्षुध॒मग्ने॒ सेध॑ रक्ष॒स्विन॑ः ॥
8,61,1,6,4,,उ॒भयं॑ शृ॒णव॑च्च न॒ इन्द्रो॑ अ॒र्वागि॒दं वच॑ः । स॒त्राच्या॑ म॒घवा॒ सोम॑पीतये धि॒या शवि॑ष्ठ॒ आ ग॑मत् ॥
8,61,2,6,4,,तं हि स्व॒राजं॑ वृष॒भं तमोज॑से धि॒षणे॑ निष्टत॒क्षतु॑ः । उ॒तोप॒मानां॑ प्रथ॒मो नि षी॑दसि॒ सोम॑कामं॒ हि ते॒ मन॑ः ॥
8,61,3,6,4,,आ वृ॑षस्व पुरूवसो सु॒तस्ये॒न्द्रान्ध॑सः । वि॒द्मा हि त्वा॑ हरिवः पृ॒त्सु सा॑स॒हिमधृ॑ष्टं चिद्दधृ॒ष्वणि॑म् ॥
